site,distance,n_tussocks,area
dead_horse,54,1,4
dead_horse,56,0,4
dead_horse,58,2,4
dead_horse,60,0,4
dead_horse,62,0,4
dead_horse,64,1,4
dead_horse,66,4,4
dead_horse,68,6,4
dead_horse,70,0,4
dead_horse,72,0,4
dead_horse,74,1,4
dead_horse,76,0,4
dead_horse,78,5,4
dead_horse,80,11,4
dead_horse,82,4,4
dead_horse,84,12,4
dead_horse,86,6,4
dead_horse,88,3,4
dead_horse,90,3,4
dead_horse,92,4,4
dead_horse,94,5,4
dead_horse,96,5,4
dead_horse,98,4,4
dead_horse,100,5,4
dead_horse,102,2,4
dead_horse,104,0,4
dead_horse,106,1,4
dead_horse,108,2,4
dead_horse,110,1,4
dead_horse,112,3,4
dead_horse,114,6,4
dead_horse,116,3,4
dead_horse,118,2,4
dead_horse,120,5,4
dead_horse,122,2,4
dead_horse,124,1,4
dead_horse,126,1,4
dead_horse,128,11,4
dead_horse,130,1,4
dead_horse,132,1,4
dead_horse,134,1,4
dead_horse,136,2,4
dead_horse,138,0,4
dead_horse,140,0,4
dead_horse,142,0,4
dead_horse,144,0,4
dead_horse,146,1,4
dead_horse,148,2,4
dead_horse,150,0,4
dead_horse,152,0,4
dead_horse,154,0,4
dead_horse,156,0,4
dead_horse,158,3,4
dead_horse,160,3,4
dead_horse,162,0,4
dead_horse,164,0,4
dead_horse,166,1,4
dead_horse,168,0,4
dead_horse,170,0,4
dead_horse,172,0,4
dead_horse,174,0,4
dead_horse,176,0,4
dead_horse,178,0,4
dead_horse,180,1,4
dead_horse,182,1,4
dead_horse,184,0,4
dead_horse,186,1,4
dead_horse,188,0,4
dead_horse,190,1,4
dead_horse,192,0,4
dead_horse,194,2,4
dead_horse,196,0,4
dead_horse,198,0,4
Toolik_7,0,9,4
Toolik_7,2,6,4
Toolik_7,4,1,4
Toolik_7,6,2,4
Toolik_7,8,6,4
Toolik_7,10,5,4
Toolik_7,12,2,4
Toolik_7,14,3,4
Toolik_7,16,3,4
Toolik_7,18,1,4
Toolik_7,20,2,4
Toolik_7,22,6,4
Toolik_7,24,7,4
Toolik_7,26,5,4
Toolik_7,28,6,4
Toolik_7,30,4,4
Toolik_7,32,5,4
Toolik_7,34,5,4
Toolik_7,36,4,4
Toolik_7,38,4,4
Toolik_7,40,1,4
Toolik_7,42,9,4
Toolik_7,44,9,4
Toolik_7,46,4,4
Toolik_7,48,6,4
Toolik_7,50,4,4
Toolik_7,52,3,4
Toolik_7,54,5,4
Toolik_7,56,6,4
Toolik_7,58,4,4
Toolik_7,60,0,4
Toolik_7,62,9,4
Toolik_7,64,8,4
Toolik_7,66,10,4
Toolik_7,68,12,4
Toolik_7,70,11,4
Toolik_7,72,12,4
Toolik_7,74,11,4
Toolik_7,76,11,4
Toolik_7,78,15,4
Toolik_7,80,14,4
Toolik_7,82,15,4
Toolik_7,84,14,4
Toolik_7,86,7,4
Toolik_7,88,10,4
Toolik_7,90,14,4
Toolik_7,92,16,4
Toolik_7,94,13,4
Toolik_7,96,10,4
Toolik_7,98,9,4
Toolik_7,100,7,4
Toolik_7,102,9,4
Toolik_7,104,7,4
Toolik_7,106,4,4
Toolik_7,108,6,4
Toolik_7,110,5,4
Toolik_7,112,7,4
Toolik_7,114,5,4
Toolik_7,116,6,4
Toolik_7,118,12,4
Toolik_7,120,10,4
Toolik_7,122,2,4
Toolik_7,124,9,4
Toolik_7,126,3,4
Toolik_7,128,0,4
Toolik_7,130,5,4
Toolik_7,132,8,4
Toolik_7,134,2,4
Toolik_7,136,2,4
Toolik_7,138,3,4
Toolik_7,140,4,4
Toolik_7,142,5,4
Toolik_7,144,4,4
Toolik_7,146,1,4
Toolik_7,148,3,4
Toolik_7,150,3,4
Toolik_7,152,8,4
Toolik_7,154,9,4
Toolik_7,156,2,4
Toolik_7,158,0,4
Toolik_7,160,3,4
Toolik_7,162,4,4
Toolik_7,164,0,4
Toolik_7,166,0,4
Toolik_7,168,3,4
Toolik_7,170,1,4
Toolik_7,172,0,4
Toolik_7,174,2,4
Toolik_7,176,2,4
Toolik_7,178,4,4
Toolik_7,180,4,4
Toolik_7,182,7,4
Toolik_7,184,0,4
Toolik_7,186,2,4
Toolik_7,188,0,4
Toolik_7,190,2,4
Toolik_7,192,1,4
Toolik_7,194,0,4
Toolik_7,196,3,4
Toolik_7,198,1,4
happy_valley,0,13,4
happy_valley,2,19,4
happy_valley,4,10,4
happy_valley,6,16,4
happy_valley,8,10,4
happy_valley,10,9,4
happy_valley,12,17,4
happy_valley,14,16,4
happy_valley,16,11,4
happy_valley,18,10,4
happy_valley,20,16,4
happy_valley,22,16,4
happy_valley,24,16,4
happy_valley,26,15,4
happy_valley,28,15,4
happy_valley,30,15,4
happy_valley,32,17,4
happy_valley,34,15,4
happy_valley,36,14,4
happy_valley,38,18,4
happy_valley,40,17,4
happy_valley,42,16,4
happy_valley,44,11,4
happy_valley,46,12,4
happy_valley,48,15,4
happy_valley,50,14,4
happy_valley,52,15,4
happy_valley,54,14,4
happy_valley,56,16,4
happy_valley,58,15,4
happy_valley,60,15,4
happy_valley,62,17,4
happy_valley,64,17,4
happy_valley,66,13,4
happy_valley,68,18,4
happy_valley,70,11,4
happy_valley,72,8,4
happy_valley,74,17,4
happy_valley,76,15,4
happy_valley,78,13,4
happy_valley,80,12,4
happy_valley,82,10,4
happy_valley,84,9,4
happy_valley,86,12,4
happy_valley,88,12,4
happy_valley,90,14,4
happy_valley,92,14,4
happy_valley,94,10,4
happy_valley,96,11,4
happy_valley,98,21,4
happy_valley,100,13,4
happy_valley,102,10,4
happy_valley,104,11,4
happy_valley,106,9,4
happy_valley,108,12,4
happy_valley,110,10,4
happy_valley,112,13,4
happy_valley,114,12,4
happy_valley,116,17,4
happy_valley,118,19,4
happy_valley,120,12,4
happy_valley,122,11,4
happy_valley,124,11,4
happy_valley,126,14,4
happy_valley,128,18,4
happy_valley,130,11,4
happy_valley,132,14,4
happy_valley,134,13,4
happy_valley,136,13,4
happy_valley,138,11,4
happy_valley,140,15,4
happy_valley,142,17,4
happy_valley,144,14,4
happy_valley,146,11,4
happy_valley,148,13,4
happy_valley,150,15,4
happy_valley,152,13,4
happy_valley,154,16,4
happy_valley,156,14,4
happy_valley,158,12,4
happy_valley,160,17,4
happy_valley,162,10,4
happy_valley,164,10,4
happy_valley,166,15,4
happy_valley,168,16,4
happy_valley,170,10,4
happy_valley,172,16,4
happy_valley,174,13,4
happy_valley,176,16,4
happy_valley,178,7,4
happy_valley,180,19,4
happy_valley,182,14,4
happy_valley,184,16,4
happy_valley,186,10,4
happy_valley,188,12,4
happy_valley,190,11,4
happy_valley,192,13,4
happy_valley,194,13,4
happy_valley,196,15,4
happy_valley,198,22,4
pass_1,0,5,4
pass_1,2,3,4
pass_1,4,9,4
pass_1,6,6,4
pass_1,8,10,4
pass_1,10,3,4
pass_1,12,0,4
pass_1,14,2,4
pass_1,16,3,4
pass_1,18,2,4
pass_1,20,2,4
pass_1,22,1,4
pass_1,24,2,4
pass_1,26,5,4
pass_1,28,7,4
pass_1,30,12,4
pass_1,32,9,4
pass_1,34,10,4
pass_1,36,5,4
pass_1,38,11,4
pass_1,40,11,4
pass_1,42,12,4
pass_1,44,8,4
pass_1,46,9,4
pass_1,48,10,4
pass_1,50,17,4
pass_1,52,12,4
pass_1,54,17,4
pass_1,56,15,4
pass_1,58,14,4
pass_1,60,15,4
pass_1,62,15,4
pass_1,64,8,4
pass_1,66,5,4
pass_1,68,14,4
pass_1,70,18,4
pass_1,72,7,4
pass_1,74,15,4
pass_1,76,18,4
pass_1,78,10,4
pass_1,80,15,4
pass_1,82,14,4
pass_1,84,14,4
pass_1,86,12,4
pass_1,88,15,4
pass_1,90,8,4
pass_1,92,9,4
pass_1,94,12,4
pass_1,96,12,4
pass_1,98,16,4
pass_1,100,18,4
pass_1,102,17,4
pass_1,104,15,4
pass_1,106,12,4
pass_1,108,12,4
pass_1,110,14,4
pass_1,112,10,4
pass_1,114,11,4
pass_1,116,13,4
pass_1,118,12,4
pass_1,120,11,4
pass_1,122,12,4
pass_1,124,6,4
pass_1,126,5,4
pass_1,128,7,4
pass_1,130,8,4
pass_1,132,10,4
pass_1,134,6,4
pass_1,136,2,4
pass_1,138,2,4
pass_1,140,1,4
pass_1,142,2,4
pass_1,144,2,4
pass_1,146,5,4
pass_1,148,6,4
pass_1,150,8,4
pass_1,152,8,4
pass_1,154,10,4
pass_1,156,12,4
pass_1,158,6,4
pass_1,160,6,4
pass_1,162,7,4
pass_1,164,9,4
pass_1,166,13,4
pass_1,168,6,4
pass_1,170,15,4
pass_1,172,10,4
pass_1,174,14,4
pass_1,176,16,4
pass_1,178,12,4
pass_1,180,12,4
pass_1,182,7,4
pass_1,184,15,4
pass_1,186,18,4
pass_1,188,17,4
pass_1,190,19,4
pass_1,192,16,4
pass_20,194,9,4
pass_1,196,2,4
pass_1,198,3,4
pass_20,0,10,4
pass_20,2,7,4
pass_20,4,7,4
pass_20,6,4,4
pass_20,8,10,4
pass_20,10,8,4
pass_20,12,6,4
pass_20,14,4,4
pass_20,16,2,4
pass_20,18,7,4
pass_20,20,10,4
pass_20,22,14,4
pass_20,24,10,4
pass_20,26,9,4
pass_20,28,9,4
pass_20,30,5,4
pass_20,32,5,4
pass_20,34,3,4
pass_20,36,6,4
pass_20,38,0,4
pass_20,40,1,4
pass_20,42,8,4
pass_20,44,1,4
pass_20,46,0,4
pass_20,48,0,4
pass_20,50,7,4
pass_20,52,7,4
pass_20,54,7,4
pass_20,56,6,4
pass_20,58,1,4
pass_20,60,10,4
pass_20,62,3,4
pass_20,64,1,4
pass_20,66,16,4
pass_20,68,8,4
pass_20,70,6,4
pass_20,72,8,4
pass_20,74,13,4
pass_20,76,11,4
pass_20,78,5,4
pass_20,80,6,4
pass_20,82,4,4
pass_20,84,4,4
pass_20,86,6,4
pass_20,88,12,4
pass_20,90,9,4
pass_20,92,9,4
pass_20,94,14,4
pass_20,96,15,4
pass_20,98,12,4
pass_20,100,13,4
pass_20,102,17,4
pass_20,104,6,4
pass_20,106,5,4
pass_20,108,7,4
pass_20,110,13,4
pass_20,112,15,4
pass_20,114,4,4
pass_20,116,8,4
pass_20,118,4,4
pass_20,120,4,4
pass_20,122,1,4
pass_20,124,0,4
pass_20,126,0,4
pass_20,128,0,4
pass_20,130,0,4
pass_20,132,0,4
pass_20,134,7,4
pass_20,136,9,4
pass_20,138,8,4
pass_20,140,0,4
pass_20,142,0,4
pass_20,144,1,4
pass_20,146,3,4
pass_20,148,1,4
pass_20,150,8,4
pass_20,152,15,4
pass_20,154,14,4
pass_20,156,18,4
pass_20,158,13,4
pass_20,160,7,4
pass_20,162,7,4
pass_20,164,2,4
pass_20,166,0,4
pass_20,168,1,4
pass_20,170,0,4
pass_20,172,2,4
pass_20,174,1,4
pass_20,176,0,4
pass_20,178,1,4
pass_20,180,6,4
pass_20,182,6,4
pass_20,184,13,4
pass_20,186,9,4
pass_20,188,15,4
pass_20,190,10,4
pass_20,192,10,4
pass_20,194,1,4
pass_20,196,2,4
pass_20,198,7,4
toolik_pad_1,0,14,4
toolik_pad_1,2,10,4
toolik_pad_1,4,8,4
toolik_pad_1,6,10,4
toolik_pad_1,8,13,4
toolik_pad_1,10,9,4
toolik_pad_1,12,14,4
toolik_pad_1,14,12,4
toolik_pad_1,16,7,4
toolik_pad_1,18,11,4
toolik_pad_1,20,7,4
toolik_pad_1,22,11,4
toolik_pad_1,24,13,4
toolik_pad_1,26,7,4
toolik_pad_1,28,12,4
toolik_pad_1,30,4,4
toolik_pad_1,32,5,4
toolik_pad_1,34,6,4
toolik_pad_1,36,7,4
toolik_pad_1,38,13,4
toolik_pad_1,40,9,4
toolik_pad_1,42,12,4
toolik_pad_1,44,13,4
toolik_pad_1,46,12,4
toolik_pad_1,48,10,4
toolik_pad_1,50,13,4
toolik_pad_1,52,11,4
toolik_pad_1,54,12,4
toolik_pad_1,56,10,4
toolik_pad_1,58,12,4
toolik_pad_1,60,9,4
toolik_pad_1,62,9,4
toolik_pad_1,64,14,4
toolik_pad_1,66,10,4
toolik_pad_1,68,4,4
toolik_pad_1,70,10,4
toolik_pad_1,72,9,4
toolik_pad_1,74,9,4
toolik_pad_1,76,7,4
toolik_pad_1,78,4,4
toolik_pad_1,80,2,4
toolik_pad_1,82,3,4
toolik_pad_1,84,7,4
toolik_pad_1,86,7,4
toolik_pad_1,88,0,4
toolik_pad_1,90,4,4
toolik_pad_1,92,3,4
toolik_pad_1,94,0,4
toolik_pad_1,96,7,4
toolik_pad_1,98,8,4
toolik_pad_1,100,7,4
toolik_pad_1,102,9,4
toolik_pad_1,104,2,4
toolik_pad_1,106,7,4
toolik_pad_1,108,3,4
toolik_pad_1,110,7,4
toolik_pad_1,112,7,4
toolik_pad_1,114,3,4
toolik_pad_1,116,3,4
toolik_pad_1,118,5,4
toolik_pad_1,120,6,4
toolik_pad_1,122,8,4
toolik_pad_1,124,4,4
toolik_pad_1,126,5,4
toolik_pad_1,128,7,4
toolik_pad_1,130,8,4
toolik_pad_1,132,6,4
toolik_pad_1,134,5,4
toolik_pad_1,136,2,4
toolik_pad_1,138,8,4
toolik_pad_1,140,1,4
toolik_pad_1,142,0,4
toolik_pad_1,144,0,4
toolik_pad_1,146,1,4
toolik_pad_1,148,1,4
toolik_pad_1,150,1,4
toolik_pad_1,152,4,4
toolik_pad_1,154,6,4
toolik_pad_1,156,7,4
toolik_pad_1,158,6,4
toolik_pad_1,160,6,4
toolik_pad_1,162,3,4
toolik_pad_1,164,4,4
toolik_pad_1,166,9,4
toolik_pad_1,168,4,4
toolik_pad_1,170,8,4
toolik_pad_1,172,10,4
toolik_pad_1,174,9,4
toolik_pad_1,176,7,4
toolik_pad_1,178,7,4
toolik_pad_1,180,8,4
toolik_pad_1,182,8,4
toolik_pad_1,184,13,4
toolik_pad_1,186,13,4
toolik_pad_1,188,14,4
toolik_pad_1,190,9,4
toolik_pad_1,192,11,4
toolik_pad_1,194,13,4
toolik_pad_1,196,8,4
toolik_pad_1,198,16,4
dead_horse_20,0,0,4
dead_horse_20,2,0,4
dead_horse_20,4,0,4
dead_horse_20,6,0,4
dead_horse_20,8,0,4
dead_horse_20,10,0,4
dead_horse_20,12,0,4
dead_horse_20,14,0,4
dead_horse_20,16,1,4
dead_horse_20,18,0,4
dead_horse_20,20,0,4
dead_horse_20,22,0,4
dead_horse_20,24,1,4
dead_horse_20,26,0,4
dead_horse_20,28,3,4
dead_horse_20,30,2,4
dead_horse_20,32,0,4
dead_horse_20,34,0,4
dead_horse_20,36,1,4
dead_horse_20,38,1,4
dead_horse_20,40,2,4
dead_horse_20,42,0,4
dead_horse_20,44,0,4
dead_horse_20,46,0,4
dead_horse_20,48,0,4
dead_horse_20,50,0,4
dead_horse_20,52,1,4
dead_horse_20,54,0,4
dead_horse_20,56,2,4
dead_horse_20,58,0,4
dead_horse_20,60,0,4
dead_horse_20,62,0,4
dead_horse_20,64,0,4
dead_horse_20,66,0,4
dead_horse_20,68,0,4
dead_horse_20,70,0,4
dead_horse_20,72,0,4
dead_horse_20,74,0,4
dead_horse_20,76,0,4
dead_horse_20,78,0,4
dead_horse_20,80,0,4
dead_horse_20,82,0,4
dead_horse_20,84,0,4
dead_horse_20,86,2,4
dead_horse_20,88,2,4
dead_horse_20,90,0,4
dead_horse_20,92,0,4
dead_horse_20,94,0,4
dead_horse_20,96,0,4
dead_horse_20,98,3,4
dead_horse_20,100,0,4
dead_horse_20,102,0,4
dead_horse_20,104,0,4
dead_horse_20,106,0,4
dead_horse_20,108,0,4
dead_horse_20,110,0,4
dead_horse_20,112,2,4
dead_horse_20,114,0,4
dead_horse_20,116,0,4
dead_horse_20,118,0,4
dead_horse_20,120,0,4
dead_horse_20,122,0,4
dead_horse_20,124,0,4
dead_horse_20,126,0,4
dead_horse_20,128,0,4
dead_horse_20,130,0,4
dead_horse_20,132,0,4
dead_horse_20,134,1,4
dead_horse_20,136,0,4
dead_horse_20,138,0,4
dead_horse_20,140,0,4
dead_horse_20,142,0,4
dead_horse_20,144,0,4
dead_horse_20,146,1,4
dead_horse_20,148,4,4
dead_horse_20,150,0,4
dead_horse_20,152,1,4
dead_horse_20,154,3,4
dead_horse_20,156,0,4
dead_horse_20,158,0,4
dead_horse_20,160,0,4
dead_horse_20,162,1,4
dead_horse_20,164,0,4
dead_horse_20,166,0,4
dead_horse_20,168,0,4
dead_horse_20,170,0,4
dead_horse_20,172,4,4
dead_horse_20,174,3,4
dead_horse_20,176,0,4
dead_horse_20,178,0,4
dead_horse_20,180,0,4
dead_horse_20,182,0,4
dead_horse_20,184,0,4
dead_horse_20,186,0,4
dead_horse_20,188,0,4
dead_horse_20,190,2,4
dead_horse_20,192,1,4
dead_horse_20,194,8,4
dead_horse_20,196,3,4
dead_horse_20,198,0,4
dead_horse_35,0,0,4
dead_horse_35,2,1,4
dead_horse_35,4,1,4
dead_horse_35,6,2,4
dead_horse_35,8,3,4
dead_horse_35,10,0,4
dead_horse_35,12,3,4
dead_horse_35,14,5,4
dead_horse_35,16,1,4
dead_horse_35,18,1,4
dead_horse_35,20,1,4
dead_horse_35,22,1,4
dead_horse_35,24,1,4
dead_horse_35,26,1,4
dead_horse_35,28,0,4
dead_horse_35,30,0,4
dead_horse_35,32,0,4
dead_horse_35,34,0,4
dead_horse_35,36,0,4
dead_horse_35,38,0,4
dead_horse_35,40,1,4
dead_horse_35,42,17,4
dead_horse_35,44,15,4
dead_horse_35,46,10,4
dead_horse_35,48,1,4
dead_horse_35,50,6,4
dead_horse_35,52,13,4
dead_horse_35,54,17,4
dead_horse_35,56,12,4
dead_horse_35,58,2,4
dead_horse_35,60,0,4
dead_horse_35,62,2,4
dead_horse_35,64,0,4
dead_horse_35,66,3,4
dead_horse_35,68,0,4
dead_horse_35,70,1,4
dead_horse_35,72,0,4
dead_horse_35,74,2,4
dead_horse_35,76,1,4
dead_horse_35,78,2,4
dead_horse_35,80,1,4
dead_horse_35,82,0,4
dead_horse_35,84,0,4
dead_horse_35,86,3,4
dead_horse_35,88,3,4
dead_horse_35,90,0,4
dead_horse_35,92,0,4
dead_horse_35,94,2,4
dead_horse_35,96,0,4
dead_horse_35,98,0,4
dead_horse_35,100,1,4
dead_horse_35,102,1,4
dead_horse_35,104,0,4
dead_horse_35,106,3,4
dead_horse_35,108,0,4
dead_horse_35,110,2,4
dead_horse_35,112,0,4
dead_horse_35,114,0,4
dead_horse_35,116,0,4
dead_horse_35,118,0,4
dead_horse_35,120,0,4
dead_horse_35,122,0,4
dead_horse_35,124,0,4
dead_horse_35,126,0,4
dead_horse_35,128,0,4
dead_horse_35,130,0,4
dead_horse_35,132,0,4
dead_horse_35,134,0,4
dead_horse_35,136,0,4
dead_horse_35,138,0,4
dead_horse_35,140,1,4
dead_horse_35,142,0,4
dead_horse_35,144,0,4
dead_horse_35,146,0,4
dead_horse_35,148,2,4
dead_horse_35,150,0,4
dead_horse_35,152,0,4
dead_horse_35,154,3,4
dead_horse_35,156,0,4
dead_horse_35,158,1,4
dead_horse_35,160,0,4
dead_horse_35,162,1,4
dead_horse_35,164,0,4
dead_horse_35,166,1,4
dead_horse_35,168,0,4
dead_horse_35,170,7,4
dead_horse_35,172,4,4
dead_horse_35,174,5,4
dead_horse_35,176,7,4
dead_horse_35,178,6,4
dead_horse_35,180,6,4
dead_horse_35,182,7,4
dead_horse_35,184,7,4
dead_horse_35,186,6,4
dead_horse_35,188,9,4
dead_horse_35,190,14,4
dead_horse_35,192,6,4
dead_horse_35,194,1,4
dead_horse_35,196,3,4
dead_horse_35,198,3,4
dead_horse_10,0,0,4
dead_horse_10,2,8,4
dead_horse_10,4,2,4
dead_horse_10,6,1,4
dead_horse_10,8,1,4
dead_horse_10,10,3,4
dead_horse_10,12,4,4
dead_horse_10,14,9,4
dead_horse_10,16,5,4
dead_horse_10,18,2,4
dead_horse_10,20,5,4
dead_horse_10,22,10,4
dead_horse_10,24,17,4
dead_horse_10,26,13,4
dead_horse_10,28,6,4
dead_horse_10,30,17,4
dead_horse_10,32,9,4
dead_horse_10,34,14,4
dead_horse_10,36,12,4
dead_horse_10,38,6,4
dead_horse_10,40,8,4
dead_horse_10,42,9,4
dead_horse_10,44,8,4
dead_horse_10,46,11,4
dead_horse_10,48,3,4
dead_horse_10,50,4,4
dead_horse_10,52,4,4
dead_horse_10,54,7,4
dead_horse_10,56,4,4
dead_horse_10,58,4,4
dead_horse_10,60,3,4
dead_horse_10,62,0,4
dead_horse_10,64,0,4
dead_horse_10,66,0,4
dead_horse_10,68,0,4
dead_horse_10,70,0,4
dead_horse_10,72,0,4
dead_horse_10,74,0,4
dead_horse_10,76,0,4
dead_horse_10,78,0,4
dead_horse_10,80,0,4
dead_horse_10,82,0,4
dead_horse_10,84,2,4
dead_horse_10,86,1,4
dead_horse_10,88,0,4
dead_horse_10,90,0,4
dead_horse_10,92,3,4
dead_horse_10,94,3,4
dead_horse_10,96,3,4
dead_horse_10,98,4,4
dead_horse_10,100,3,4
dead_horse_10,102,3,4
dead_horse_10,104,6,4
dead_horse_10,106,8,4
dead_horse_10,108,9,4
dead_horse_10,110,1,4
dead_horse_10,112,0,4
dead_horse_10,114,3,4
dead_horse_10,116,2,4
dead_horse_10,118,2,4
dead_horse_10,120,3,4
dead_horse_10,122,2,4
dead_horse_10,124,0,4
dead_horse_10,126,2,4
dead_horse_10,128,12,4
dead_horse_10,130,6,4
dead_horse_10,132,10,4
dead_horse_10,134,3,4
dead_horse_10,136,2,4
dead_horse_10,138,0,4
dead_horse_10,140,0,4
dead_horse_10,142,2,4
dead_horse_10,144,2,4
dead_horse_10,146,1,4
dead_horse_10,148,1,4
dead_horse_10,150,0,4
dead_horse_10,152,0,4
dead_horse_10,154,0,4
dead_horse_10,156,0,4
dead_horse_10,158,0,4
dead_horse_10,160,2,4
dead_horse_10,162,2,4
dead_horse_10,164,5,4
dead_horse_10,166,8,4
dead_horse_10,168,18,4
dead_horse_10,170,10,4
dead_horse_10,172,6,4
dead_horse_10,174,2,4
dead_horse_10,176,1,4
dead_horse_10,178,0,4
dead_horse_10,180,0,4
dead_horse_10,182,0,4
dead_horse_10,184,0,4
dead_horse_10,186,0,4
dead_horse_10,188,1,4
dead_horse_10,190,0,4
dead_horse_10,192,0,4
dead_horse_10,194,0,4
dead_horse_10,196,5,4
dead_horse_10,198,3,4
here_12,0,20,4
here_12,2,21,4
here_12,4,27,4
here_12,6,18,4
here_12,8,26,4
here_12,10,20,4
here_12,12,27,4
here_12,14,24,4
here_12,16,25,4
here_12,18,29,4
here_12,20,28,4
here_12,22,26,4
here_12,24,22,4
here_12,26,25,4
here_12,28,25,4
here_12,30,30,4
here_12,32,22,4
here_12,34,23,4
here_12,36,28,4
here_12,38,16,4
here_12,40,19,4
here_12,42,27,4
here_12,44,25,4
here_12,46,26,4
here_12,48,22,4
here_12,50,23,4
here_12,52,19,4
here_12,54,18,4
here_12,56,25,4
here_12,58,33,4
here_12,60,28,4
here_12,62,28,4
here_12,64,31,4
here_12,66,21,4
here_12,68,22,4
here_12,70,26,4
here_12,72,25,4
here_12,74,26,4
here_12,76,25,4
here_12,78,22,4
here_12,80,28,4
here_12,82,19,4
here_12,84,27,4
here_12,86,30,4
here_12,88,28,4
here_12,90,25,4
here_12,92,18,4
here_12,94,23,4
here_12,96,28,4
here_12,98,27,4
here_12,100,25,4
here_12,102,27,4
here_12,104,23,4
here_12,106,19,4
here_12,108,18,4
here_12,110,19,4
here_12,112,12,4
here_12,114,8,4
here_12,116,12,4
here_12,118,18,4
here_12,120,18,4
here_12,122,22,4
here_12,124,24,4
here_12,126,19,4
here_12,128,16,4
here_12,130,18,4
here_12,132,14,4
here_12,134,16,4
here_12,136,10,4
here_12,138,18,4
here_12,140,12,4
here_12,142,17,4
here_12,144,21,4
here_12,146,19,4
here_12,148,17,4
here_12,150,9,4
here_12,152,14,4
here_12,154,16,4
here_12,156,22,4
here_12,158,18,4
here_12,160,22,4
here_12,162,20,4
here_12,164,18,4
here_12,166,18,4
here_12,168,17,4
here_12,170,24,4
here_12,172,18,4
here_12,174,13,4
here_12,176,17,4
here_12,178,15,4
here_12,180,18,4
here_12,182,16,4
here_12,184,17,4
here_12,186,22,4
here_12,188,21,4
here_12,190,18,4
here_12,192,16,4
here_12,194,20,4
here_12,196,24,4
here_12,198,19,4
here_6,0,0,4
here_6,2,0,4
here_6,4,0,4
here_6,6,0,4
here_6,8,0,4
here_6,10,0,4
here_6,12,0,4
here_6,14,0,4
here_6,16,0,4
here_6,18,0,4
here_6,20,0,4
here_6,22,0,4
here_6,24,0,4
here_6,26,0,4
here_6,28,0,4
here_6,30,0,4
here_6,32,0,4
here_6,34,0,4
here_6,36,0,4
here_6,38,0,4
here_6,40,0,4
here_6,42,0,4
here_6,44,0,4
here_6,46,0,4
here_6,48,0,4
here_6,50,2,4
here_6,52,6,4
here_6,54,8,4
here_6,56,7,4
here_6,58,9,4
here_6,60,10,4
here_6,62,12,4
here_6,64,17,4
here_6,66,13,4
here_6,68,17,4
here_6,70,23,4
here_6,72,24,4
here_6,74,18,4
here_6,76,20,4
here_6,78,19,4
here_6,80,18,4
here_6,82,21,4
here_6,84,16,4
here_6,86,25,4
here_6,88,17,4
here_6,90,30,4
here_6,92,27,4
here_6,94,24,4
here_6,96,23,4
here_6,98,20,4
here_6,100,17,4
here_6,102,21,4
here_6,104,29,4
here_6,106,18,4
here_6,108,20,4
here_6,110,20,4
here_6,112,24,4
here_6,114,25,4
here_6,116,21,4
here_6,118,20,4
here_6,120,16,4
here_6,122,18,4
here_6,124,17,4
here_6,126,12,4
here_6,128,12,4
here_6,130,1,4
here_6,132,2,4
here_6,134,0,4
here_6,136,9,4
here_6,138,4,4
here_6,140,4,4
here_6,142,0,4
here_6,144,0,4
here_6,146,3,4
here_6,148,6,4
here_6,150,1,4
here_6,152,0,4
here_6,154,3,4
here_6,156,12,4
here_6,158,13,4
here_6,160,14,4
here_6,162,12,4
here_6,164,16,4
here_6,166,18,4
here_6,168,19,4
here_6,170,16,4
here_6,172,25,4
here_6,174,13,4
here_6,176,12,4
here_6,178,21,4
here_6,180,5,4
here_6,182,8,4
here_6,184,3,4
here_6,186,0,4
here_6,188,4,4
here_6,190,3,4
here_6,192,2,4
here_6,194,3,4
here_6,196,2,4
here_6,198,2,4
here_5,0,4,4
here_5,2,8,4
here_5,4,12,4
here_5,6,22,4
here_5,8,14,4
here_5,10,11,4
here_5,12,11,4
here_5,14,10,4
here_5,16,19,4
here_5,18,8,4
here_5,20,2,4
here_5,22,0,4
here_5,24,0,4
here_5,26,0,4
here_5,28,0,4
here_5,30,0,4
here_5,32,0,4
here_5,34,0,4
here_5,36,0,4
here_5,38,2,4
here_5,40,4,4
here_5,42,2,4
here_5,44,0,4
here_5,46,5,4
here_5,48,8,4
here_5,50,1,4
here_5,52,2,4
here_5,54,0,4
here_5,56,3,4
here_5,58,0,4
here_5,60,3,4
here_5,62,4,4
here_5,64,4,4
here_5,66,3,4
here_5,68,3,4
here_5,70,2,4
here_5,72,3,4
here_5,74,4,4
here_5,76,2,4
here_5,78,7,4
here_5,80,3,4
here_5,82,4,4
here_5,84,4,4
here_5,86,5,4
here_5,88,2,4
here_5,90,1,4
here_5,92,1,4
here_5,94,2,4
here_5,96,2,4
here_5,98,0,4
here_5,100,0,4
here_5,102,0,4
here_5,104,1,4
here_5,106,0,4
here_5,108,4,4
here_5,110,4,4
here_5,112,1,4
here_5,114,1,4
here_5,116,3,4
here_5,118,7,4
here_5,120,2,4
here_5,122,3,4
here_5,124,3,4
here_5,126,0,4
here_5,128,1,4
here_5,130,2,4
here_5,132,0,4
here_5,134,0,4
here_5,136,0,4
here_5,138,0,4
here_5,140,4,4
