site,distance,n_tussocks,area
oil_spill_hill,128,17,4
oil_spill_hill,130,20,4
oil_spill_hill,132,15,4
oil_spill_hill,134,17,4
oil_spill_hill,136,19,4
oil_spill_hill,138,17,4
oil_spill_hill,140,17,4
oil_spill_hill,142,16,4
oil_spill_hill,144,13,4
oil_spill_hill,146,14,4
oil_spill_hill,148,14,4
oil_spill_hill,150,14,4
oil_spill_hill,152,14,4
oil_spill_hill,154,18,4
oil_spill_hill,156,19,4
oil_spill_hill,158,16,4
oil_spill_hill,160,17,4
oil_spill_hill,162,13,4
oil_spill_hill,164,9,4
oil_spill_hill,166,22,4
oil_spill_hill,168,18,4
oil_spill_hill,170,18,4
oil_spill_hill,172,20,4
oil_spill_hill,174,13,4
oil_spill_hill,176,22,4
oil_spill_hill,178,18,4
oil_spill_hill,180,17,4
oil_spill_hill,182,14,4
oil_spill_hill,184,15,4
oil_spill_hill,186,24,4
oil_spill_hill,188,16,4
oil_spill_hill,190,13,4
oil_spill_hill,192,20,4
oil_spill_hill,194,16,4
oil_spill_hill,196,17,4
oil_spill_hill,198,14,4
happy_valley_7,0,15,4
happy_valley_7,2,16,4
happy_valley_7,4,15,4
happy_valley_7,6,19,4
happy_valley_7,8,22,4
happy_valley_7,10,20,4
happy_valley_7,12,22,4
happy_valley_7,14,17,4
happy_valley_7,16,22,4
happy_valley_7,18,13,4
happy_valley_7,20,7,4
happy_valley_7,22,14,4
happy_valley_7,24,12,4
happy_valley_7,26,23,4
happy_valley_7,28,21,4
happy_valley_7,30,17,4
happy_valley_7,32,22,4
happy_valley_7,34,16,4
happy_valley_7,36,25,4
happy_valley_7,38,17,4
happy_valley_7,40,21,4
happy_valley_7,42,16,4
happy_valley_7,44,14,4
happy_valley_7,46,17,4
happy_valley_7,48,16,4
happy_valley_7,50,22,4
happy_valley_7,52,17,4
happy_valley_7,54,23,4
happy_valley_7,56,20,4
happy_valley_7,58,25,4
happy_valley_7,60,23,4
happy_valley_7,62,22,4
happy_valley_7,64,27,4
happy_valley_7,66,17,4
happy_valley_7,68,12,4
happy_valley_7,70,11,4
happy_valley_7,72,13,4
happy_valley_7,74,12,4
happy_valley_7,76,22,4
happy_valley_7,78,19,4
happy_valley_7,80,19,4
happy_valley_7,82,21,4
happy_valley_7,84,18,4
happy_valley_7,86,16,4
happy_valley_7,88,19,4
happy_valley_7,90,26,4
happy_valley_7,92,15,4
happy_valley_7,94,16,4
happy_valley_7,96,17,4
happy_valley_7,98,8,4
happy_valley_7,100,20,4
happy_valley_7,102,20,4
happy_valley_7,104,20,4
happy_valley_7,106,18,4
happy_valley_7,108,16,4
happy_valley_7,110,21,4
happy_valley_7,112,21,4
happy_valley_7,114,21,4
happy_valley_7,116,20,4
happy_valley_7,118,19,4
happy_valley_7,120,21,4
happy_valley_7,122,18,4
happy_valley_7,124,16,4
happy_valley_7,126,13,4
happy_valley_7,128,16,4
happy_valley_7,130,18,4
happy_valley_7,132,17,4
happy_valley_7,134,20,4
happy_valley_7,136,21,4
happy_valley_7,138,16,4
happy_valley_7,140,18,4
happy_valley_7,142,20,4
happy_valley_7,144,21,4
happy_valley_7,146,23,4
happy_valley_7,148,21,4
happy_valley_7,150,16,4
happy_valley_7,152,22,4
happy_valley_7,154,25,4
happy_valley_7,156,23,4
happy_valley_7,158,27,4
happy_valley_7,160,24,4
happy_valley_7,162,25,4
happy_valley_7,164,23,4
happy_valley_7,166,21,4
happy_valley_7,168,21,4
happy_valley_7,170,17,4
happy_valley_7,172,18,4
happy_valley_7,174,22,4
happy_valley_7,176,22,4
happy_valley_7,178,16,4
happy_valley_7,180,19,4
happy_valley_7,182,21,4
happy_valley_7,184,17,4
happy_valley_7,186,16,4
happy_valley_7,188,16,4
happy_valley_7,190,19,4
happy_valley_7,192,31,4
happy_valley_7,194,27,4
happy_valley_7,196,22,4
happy_valley_7,198,21,4
oil_spill_hill_21,0,9,4
oil_spill_hill_21,2,7,4
oil_spill_hill_21,4,6,4
oil_spill_hill_21,6,10,4
oil_spill_hill_21,8,5,4
oil_spill_hill_21,10,7,4
oil_spill_hill_21,12,13,4
oil_spill_hill_21,14,2,4
oil_spill_hill_21,16,2,4
oil_spill_hill_21,18,2,4
oil_spill_hill_21,20,1,4
oil_spill_hill_21,22,1,4
oil_spill_hill_21,24,5,4
oil_spill_hill_21,26,9,4
oil_spill_hill_21,28,9,4
oil_spill_hill_21,30,5,4
oil_spill_hill_21,32,10,4
oil_spill_hill_21,34,12,4
oil_spill_hill_21,36,16,4
oil_spill_hill_21,38,8,4
oil_spill_hill_21,40,14,4
oil_spill_hill_21,42,10,4
oil_spill_hill_21,44,7,4
oil_spill_hill_21,46,6,4
oil_spill_hill_21,48,4,4
oil_spill_hill_21,50,5,4
oil_spill_hill_21,52,7,4
oil_spill_hill_21,54,4,4
oil_spill_hill_21,56,14,4
oil_spill_hill_21,58,10,4
oil_spill_hill_21,60,9,4
oil_spill_hill_21,62,13,4
oil_spill_hill_21,64,12,4
oil_spill_hill_21,66,4,4
oil_spill_hill_21,68,7,4
oil_spill_hill_21,70,9,4
oil_spill_hill_21,72,6,4
oil_spill_hill_21,74,5,4
oil_spill_hill_21,76,11,4
oil_spill_hill_21,78,15,4
oil_spill_hill_21,80,16,4
oil_spill_hill_21,82,22,4
oil_spill_hill_21,84,22,4
oil_spill_hill_21,86,15,4
oil_spill_hill_21,88,20,4
oil_spill_hill_21,90,21,4
oil_spill_hill_21,92,7,4
oil_spill_hill_21,94,0,4
oil_spill_hill_21,96,16,4
oil_spill_hill_21,98,19,4
oil_spill_hill_21,100,14,4
oil_spill_hill_21,102,5,4
oil_spill_hill_21,104,9,4
oil_spill_hill_21,106,10,4
oil_spill_hill_21,108,14,4
oil_spill_hill_21,110,15,4
oil_spill_hill_21,112,11,4
oil_spill_hill_21,114,11,4
oil_spill_hill_21,116,11,4
oil_spill_hill_21,118,13,4
oil_spill_hill_21,120,10,4
oil_spill_hill_21,122,21,4
oil_spill_hill_21,124,15,4
oil_spill_hill_21,126,14,4
oil_spill_hill_21,128,13,4
oil_spill_hill_21,130,6,4
oil_spill_hill_21,132,4,4
oil_spill_hill_21,134,6,4
oil_spill_hill_21,136,2,4
oil_spill_hill_21,138,2,4
oil_spill_hill_21,140,4,4
oil_spill_hill_21,142,4,4
oil_spill_hill_21,144,5,4
oil_spill_hill_21,146,7,4
oil_spill_hill_21,148,6,4
oil_spill_hill_21,150,4,4
oil_spill_hill_21,152,12,4
oil_spill_hill_21,154,15,4
oil_spill_hill_21,156,13,4
oil_spill_hill_21,158,12,4
oil_spill_hill_21,160,9,4
oil_spill_hill_21,162,12,4
oil_spill_hill_21,164,11,4
oil_spill_hill_21,166,10,4
oil_spill_hill_21,168,11,4
oil_spill_hill_21,170,9,4
oil_spill_hill_21,172,6,4
oil_spill_hill_21,174,14,4
oil_spill_hill_21,176,11,4
oil_spill_hill_21,178,11,4
oil_spill_hill_21,180,11,4
oil_spill_hill_21,182,3,4
oil_spill_hill_21,184,12,4
oil_spill_hill_21,186,10,4
oil_spill_hill_21,188,6,4
oil_spill_hill_21,190,5,4
oil_spill_hill_21,192,15,4
oil_spill_hill_21,194,5,4
oil_spill_hill_21,196,2,4
oil_spill_hill_21,198,8,4
sag_plus,0,0,4
sag_plus,2,0,4
sag_plus,4,0,4
sag_plus,6,0,4
sag_plus,8,0,4
sag_plus,10,0,4
sag_plus,12,0,4
sag_plus,14,0,4
sag_plus,16,0,4
sag_plus,18,0,4
sag_plus,20,0,4
sag_plus,22,0,4
sag_plus,24,4,4
sag_plus,26,0,4
sag_plus,28,0,4
sag_plus,30,0,4
sag_plus,32,3,4
sag_plus,34,0,4
sag_plus,36,0,4
sag_plus,38,0,4
sag_plus,40,0,4
sag_plus,42,0,4
sag_plus,44,0,4
sag_plus,46,1,4
sag_plus,48,0,4
sag_plus,50,0,4
sag_plus,52,0,4
sag_plus,54,0,4
sag_plus,56,0,4
sag_plus,58,0,4
sag_plus,60,0,4
sag_plus,62,0,4
sag_plus,64,0,4
sag_plus,66,0,4
sag_plus,68,0,4
sag_plus,70,0,4
sag_plus,72,0,4
sag_plus,74,0,4
sag_plus,76,0,4
sag_plus,78,0,4
sag_plus,80,0,4
sag_plus,82,0,4
sag_plus,84,0,4
sag_plus,86,0,4
sag_plus,88,0,4
sag_plus,90,0,4
sag_plus,92,0,4
sag_plus,94,0,4
sag_plus,96,0,4
sag_plus,98,0,4
sag_plus,100,0,4
sag_plus,102,0,4
sag_plus,104,0,4
sag_plus,106,0,4
sag_plus,108,0,4
sag_plus,110,0,4
sag_plus,112,0,4
sag_plus,114,0,4
sag_plus,116,0,4
sag_plus,118,0,4
sag_plus,120,0,4
sag_plus,122,0,4
sag_plus,124,0,4
sag_plus,126,0,4
sag_plus,128,0,4
sag_plus,130,2,4
sag_plus,132,0,4
sag_plus,134,0,4
sag_plus,136,0,4
sag_plus,138,0,4
sag_plus,140,0,4
sag_plus,142,0,4
sag_plus,144,4,4
sag_plus,146,0,4
sag_plus,148,3,4
sag_plus,150,0,4
sag_plus,152,1,4
sag_plus,154,0,4
sag_plus,156,0,4
sag_plus,158,0,4
sag_plus,160,0,4
sag_plus,162,5,4
sag_plus,164,0,4
sag_plus,166,0,4
sag_plus,168,0,4
sag_plus,170,0,4
sag_plus,172,0,4
sag_plus,174,0,4
sag_plus,176,0,4
sag_plus,178,0,4
sag_plus,180,0,4
sag_plus,182,0,4
sag_plus,184,0,4
sag_plus,186,0,4
sag_plus,188,0,4
sag_plus,190,0,4
sag_plus,192,0,4
sag_plus,194,0,4
sag_plus,196,0,4
sag_plus,198,0,4
KH_Nome,0,2,4
KH_Nome,2,2,4
KH_Nome,4,0,4
KH_Nome,6,0,4
KH_Nome,8,0,4
KH_Nome,10,0,4
KH_Nome,12,0,4
KH_Nome,14,0,4
KH_Nome,16,1,4
KH_Nome,18,0,4
KH_Nome,20,0,4
KH_Nome,22,1,4
KH_Nome,24,1,4
KH_Nome,26,1,4
KH_Nome,28,3,4
KH_Nome,30,3,4
KH_Nome,32,4,4
KH_Nome,34,4,4
KH_Nome,36,0,4
KH_Nome,38,0,4
KH_Nome,40,0,4
KH_Nome,42,0,4
KH_Nome,44,2,4
KH_Nome,46,0,4
KH_Nome,48,0,4
KH_Nome,50,0,4
KH_Nome,52,0,4
KH_Nome,54,0,4
KH_Nome,56,0,4
KH_Nome,58,0,4
KH_Nome,60,0,4
KH_Nome,62,0,4
KH_Nome,64,0,4
KH_Nome,66,0,4
KH_Nome,68,0,4
KH_Nome,70,0,4
KH_Nome,72,0,4
KH_Nome,74,0,4
KH_Nome,76,0,4
KH_Nome,78,0,4
KH_Nome,80,0,4
KH_Nome,82,0,4
KH_Nome,84,0,4
KH_Nome,86,0,4
KH_Nome,88,1,4
KH_Nome,90,0,4
KH_Nome,92,0,4
KH_Nome,94,0,4
KH_Nome,96,0,4
KH_Nome,98,0,4
KH_Nome,100,0,4
KH_Nome,102,0,4
KH_Nome,104,0,4
KH_Nome,106,0,4
KH_Nome,108,0,4
KH_Nome,110,1,4
KH_Nome,112,0,4
KH_Nome,114,0,4
KH_Nome,116,1,4
KH_Nome,118,0,4
KH_Nome,120,0,4
KH_Nome,122,0,4
KH_Nome,124,0,4
KH_Nome,126,1,4
KH_Nome,128,0,4
KH_Nome,130,0,4
KH_Nome,132,2,4
KH_Nome,134,0,4
KH_Nome,136,0,4
KH_Nome,138,0,4
KH_Nome,140,0,4
KH_Nome,142,0,4
KH_Nome,144,0,4
KH_Nome,146,0,4
KH_Nome,148,0,4
KH_Nome,150,0,4
KH_Nome,152,0,4
KH_Nome,154,0,4
KH_Nome,156,0,4
KH_Nome,158,0,4
KH_Nome,160,0,4
KH_Nome,162,0,4
KH_Nome,164,0,4
KH_Nome,166,1,4
KH_Nome,168,0,4
KH_Nome,170,0,4
KH_Nome,172,0,4
KH_Nome,174,0,4
KH_Nome,176,0,4
KH_Nome,178,0,4
KH_Nome,180,0,4
KH_Nome,182,0,4
KH_Nome,184,0,4
KH_Nome,186,1,4
KH_Nome,188,0,4
KH_Nome,190,0,4
KH_Nome,192,0,4
KH_Nome,194,0,4
KH_Nome,196,1,4
KH_Nome,198,0,4
KH_Kutizin,0,1,4
KH_Kutizin,2,0,4
KH_Kutizin,4,1,4
KH_Kutizin,6,0,4
KH_Kutizin,8,0,4
KH_Kutizin,10,0,4
KH_Kutizin,12,1,4
KH_Kutizin,14,1,4
KH_Kutizin,16,1,4
KH_Kutizin,18,0,4
KH_Kutizin,20,0,4
KH_Kutizin,22,0,4
KH_Kutizin,24,0,4
KH_Kutizin,26,0,4
KH_Kutizin,28,0,4
KH_Kutizin,30,0,4
KH_Kutizin,32,0,4
KH_Kutizin,34,0,4
KH_Kutizin,36,0,4
KH_Kutizin,38,0,4
KH_Kutizin,40,0,4
KH_Kutizin,42,0,4
KH_Kutizin,44,0,4
KH_Kutizin,46,0,4
KH_Kutizin,48,0,4
KH_Kutizin,50,0,4
KH_Kutizin,52,0,4
KH_Kutizin,54,0,4
KH_Kutizin,56,0,4
KH_Kutizin,58,0,4
KH_Kutizin,60,0,4
KH_Kutizin,62,0,4
KH_Kutizin,64,0,4
KH_Kutizin,66,0,4
KH_Kutizin,68,0,4
KH_Kutizin,70,0,4
KH_Kutizin,72,0,4
KH_Kutizin,74,0,4
KH_Kutizin,76,0,4
KH_Kutizin,78,0,4
KH_Kutizin,80,0,4
KH_Kutizin,82,0,4
KH_Kutizin,84,0,4
KH_Kutizin,86,0,4
KH_Kutizin,88,0,4
KH_Kutizin,90,0,4
KH_Kutizin,92,0,4
KH_Kutizin,94,0,4
KH_Kutizin,96,0,4
KH_Kutizin,98,0,4
KH_Kutizin,100,0,4
KH_Kutizin,102,0,4
KH_Kutizin,104,0,4
KH_Kutizin,106,0,4
KH_Kutizin,108,0,4
KH_Kutizin,110,0,4
KH_Kutizin,112,0,4
KH_Kutizin,114,0,4
KH_Kutizin,116,0,4
KH_Kutizin,118,0,4
KH_Kutizin,120,0,4
KH_Kutizin,122,1,4
KH_Kutizin,124,0,4
KH_Kutizin,126,0,4
KH_Kutizin,128,0,4
KH_Kutizin,130,0,4
KH_Kutizin,132,0,4
KH_Kutizin,134,0,4
KH_Kutizin,136,0,4
KH_Kutizin,138,0,4
KH_Kutizin,140,0,4
KH_Kutizin,142,0,4
KH_Kutizin,144,0,4
KH_Kutizin,146,0,4
KH_Kutizin,148,0,4
KH_Kutizin,150,0,4
KH_Kutizin,152,0,4
KH_Kutizin,154,0,4
KH_Kutizin,156,0,4
KH_Kutizin,158,0,4
KH_Kutizin,160,0,4
KH_Kutizin,162,0,4
KH_Kutizin,164,0,4
KH_Kutizin,166,0,4
KH_Kutizin,168,0,4
KH_Kutizin,170,0,4
KH_Kutizin,172,0,4
KH_Kutizin,174,0,4
KH_Kutizin,176,0,4
KH_Kutizin,178,0,4
KH_Kutizin,180,0,4
KH_Kutizin,182,0,4
KH_Kutizin,184,0,4
KH_Kutizin,186,0,4
KH_Kutizin,188,1,4
KH_Kutizin,190,4,4
KH_Kutizin,192,0,4
KH_Kutizin,194,2,4
KH_Kutizin,196,0,4
KH_Kutizin,198,1,4
NF_Prudhoe_Bay,0,2,4
NF_Prudhoe_Bay,2,3,4
NF_Prudhoe_Bay,4,3,4
NF_Prudhoe_Bay,6,5,4
NF_Prudhoe_Bay,8,6,4
NF_Prudhoe_Bay,10,7,4
NF_Prudhoe_Bay,12,3,4
NF_Prudhoe_Bay,14,10,4
NF_Prudhoe_Bay,16,4,4
NF_Prudhoe_Bay,18,2,4
NF_Prudhoe_Bay,20,8,4
NF_Prudhoe_Bay,22,2,4
NF_Prudhoe_Bay,24,4,4
NF_Prudhoe_Bay,26,10,4
NF_Prudhoe_Bay,28,5,4
NF_Prudhoe_Bay,30,7,4
NF_Prudhoe_Bay,32,3,4
NF_Prudhoe_Bay,34,1,4
NF_Prudhoe_Bay,36,1,4
NF_Prudhoe_Bay,38,0,4
NF_Prudhoe_Bay,40,3,4
NF_Prudhoe_Bay,42,14,4
NF_Prudhoe_Bay,44,9,4
NF_Prudhoe_Bay,46,8,4
NF_Prudhoe_Bay,48,6,4
NF_Prudhoe_Bay,50,4,4
NF_Prudhoe_Bay,52,5,4
NF_Prudhoe_Bay,54,3,4
NF_Prudhoe_Bay,56,0,4
NF_Prudhoe_Bay,58,4,4
NF_Prudhoe_Bay,60,4,4
NF_Prudhoe_Bay,62,9,4
NF_Prudhoe_Bay,64,2,4
NF_Prudhoe_Bay,66,5,4
NF_Prudhoe_Bay,68,5,4
NF_Prudhoe_Bay,70,3,4
NF_Prudhoe_Bay,72,9,4
NF_Prudhoe_Bay,74,3,4
NF_Prudhoe_Bay,76,5,4
NF_Prudhoe_Bay,78,4,4
NF_Prudhoe_Bay,80,6,4
NF_Prudhoe_Bay,82,6,4
NF_Prudhoe_Bay,84,7,4
NF_Prudhoe_Bay,86,7,4
NF_Prudhoe_Bay,88,2,4
NF_Prudhoe_Bay,90,7,4
NF_Prudhoe_Bay,92,8,4
NF_Prudhoe_Bay,94,4,4
NF_Prudhoe_Bay,96,2,4
NF_Prudhoe_Bay,98,2,4
NF_Prudhoe_Bay,100,5,4
NF_Prudhoe_Bay,102,5,4
NF_Prudhoe_Bay,104,8,4
NF_Prudhoe_Bay,106,5,4
NF_Prudhoe_Bay,108,8,4
NF_Prudhoe_Bay,110,4,4
NF_Prudhoe_Bay,112,8,4
NF_Prudhoe_Bay,114,1,4
NF_Prudhoe_Bay,116,2,4
NF_Prudhoe_Bay,118,0,4
NF_Prudhoe_Bay,120,3,4
NF_Prudhoe_Bay,122,3,4
NF_Prudhoe_Bay,124,10,4
NF_Prudhoe_Bay,126,5,4
NF_Prudhoe_Bay,128,3,4
NF_Prudhoe_Bay,130,0,4
NF_Prudhoe_Bay,132,2,4
NF_Prudhoe_Bay,134,5,4
NF_Prudhoe_Bay,136,10,4
NF_Prudhoe_Bay,138,12,4
NF_Prudhoe_Bay,140,5,4
NF_Prudhoe_Bay,142,0,4
NF_Prudhoe_Bay,144,4,4
NF_Prudhoe_Bay,146,4,4
NF_Prudhoe_Bay,148,11,4
NF_Prudhoe_Bay,150,7,4
NF_Prudhoe_Bay,152,11,4
NF_Prudhoe_Bay,154,6,4
NF_Prudhoe_Bay,156,3,4
NF_Prudhoe_Bay,158,0,4
NF_Prudhoe_Bay,160,0,4
NF_Prudhoe_Bay,162,3,4
NF_Prudhoe_Bay,164,0,4
NF_Prudhoe_Bay,166,4,4
NF_Prudhoe_Bay,168,3,4
NF_Prudhoe_Bay,170,0,4
NF_Prudhoe_Bay,172,0,4
NF_Prudhoe_Bay,174,0,4
NF_Prudhoe_Bay,176,0,4
NF_Prudhoe_Bay,178,0,4
NF_Prudhoe_Bay,180,0,4
NF_Prudhoe_Bay,182,0,4
NF_Prudhoe_Bay,184,0,4
NF_Prudhoe_Bay,186,1,4
NF_Prudhoe_Bay,188,0,4
NF_Prudhoe_Bay,190,2,4
NF_Prudhoe_Bay,192,0,4
NF_Prudhoe_Bay,194,0,4
NF_Prudhoe_Bay,196,0,4
NF_Prudhoe_Bay,198,0,4
NF_Sagwon,0,22,4
NF_Sagwon,2,26,4
NF_Sagwon,4,21,4
NF_Sagwon,6,18,4
NF_Sagwon,8,18,4
NF_Sagwon,10,16,4
NF_Sagwon,12,16,4
NF_Sagwon,14,20,4
NF_Sagwon,16,16,4
NF_Sagwon,18,16,4
NF_Sagwon,20,17,4
NF_Sagwon,22,18,4
NF_Sagwon,24,18,4
NF_Sagwon,26,16,4
NF_Sagwon,28,17,4
NF_Sagwon,30,15,4
NF_Sagwon,32,16,4
NF_Sagwon,34,16,4
NF_Sagwon,36,16,4
NF_Sagwon,38,17,4
NF_Sagwon,40,18,4
NF_Sagwon,42,12,4
NF_Sagwon,44,13,4
NF_Sagwon,46,15,4
NF_Sagwon,48,19,4
NF_Sagwon,50,16,4
NF_Sagwon,52,21,4
NF_Sagwon,54,15,4
NF_Sagwon,56,14,4
NF_Sagwon,58,13,4
NF_Sagwon,60,19,4
NF_Sagwon,62,15,4
NF_Sagwon,64,11,4
NF_Sagwon,66,11,4
NF_Sagwon,68,11,4
NF_Sagwon,70,15,4
NF_Sagwon,72,14,4
NF_Sagwon,74,15,4
NF_Sagwon,76,12,4
NF_Sagwon,78,14,4
NF_Sagwon,80,13,4
NF_Sagwon,82,12,4
NF_Sagwon,84,19,4
NF_Sagwon,86,20,4
NF_Sagwon,88,15,4
NF_Sagwon,90,19,4
NF_Sagwon,92,12,4
NF_Sagwon,94,13,4
NF_Sagwon,96,16,4
NF_Sagwon,98,18,4
NF_Sagwon,100,12,4
NF_Sagwon,102,13,4
NF_Sagwon,104,10,4
NF_Sagwon,106,13,4
NF_Sagwon,108,16,4
NF_Sagwon,110,17,4
NF_Sagwon,112,15,4
NF_Sagwon,114,18,4
NF_Sagwon,116,20,4
NF_Sagwon,118,16,4
NF_Sagwon,120,13,4
NF_Sagwon,122,16,4
NF_Sagwon,124,17,4
NF_Sagwon,126,19,4
NF_Sagwon,128,15,4
NF_Sagwon,130,19,4
NF_Sagwon,132,21,4
NF_Sagwon,134,16,4
NF_Sagwon,136,17,4
NF_Sagwon,138,15,4
NF_Sagwon,140,20,4
NF_Sagwon,142,19,4
NF_Sagwon,144,21,4
NF_Sagwon,146,13,4
NF_Sagwon,148,17,4
NF_Sagwon,150,15,4
NF_Sagwon,152,14,4
NF_Sagwon,154,15,4
NF_Sagwon,156,13,4
NF_Sagwon,158,15,4
NF_Sagwon,160,16,4
NF_Sagwon,162,10,4
NF_Sagwon,164,15,4
NF_Sagwon,166,17,4
NF_Sagwon,168,15,4
NF_Sagwon,170,15,4
NF_Sagwon,172,14,4
NF_Sagwon,174,15,4
NF_Sagwon,176,12,4
NF_Sagwon,178,16,4
NF_Sagwon,180,16,4
NF_Sagwon,182,15,4
NF_Sagwon,184,18,4
NF_Sagwon,186,13,4
NF_Sagwon,188,14,4
NF_Sagwon,190,12,4
NF_Sagwon,192,15,4
NF_Sagwon,194,17,4
NF_Sagwon,196,19,4
NF_Sagwon,198,16,4
OS_Imuvik,0,5,4
OS_Imuvik,2,3,4
OS_Imuvik,4,1,4
OS_Imuvik,6,1,4
OS_Imuvik,8,3,4
OS_Imuvik,10,5,4
OS_Imuvik,12,3,4
OS_Imuvik,14,3,4
OS_Imuvik,16,5,4
OS_Imuvik,18,7,4
OS_Imuvik,20,7,4
OS_Imuvik,22,11,4
OS_Imuvik,24,7,4
OS_Imuvik,26,3,4
OS_Imuvik,28,4,4
OS_Imuvik,30,6,4
OS_Imuvik,32,4,4
OS_Imuvik,34,3,4
OS_Imuvik,36,4,4
OS_Imuvik,38,5,4
OS_Imuvik,40,3,4
OS_Imuvik,42,1,4
OS_Imuvik,44,8,4
OS_Imuvik,46,3,4
OS_Imuvik,48,4,4
OS_Imuvik,50,2,4
OS_Imuvik,52,8,4
OS_Imuvik,54,7,4
OS_Imuvik,56,2,4
OS_Imuvik,58,7,4
OS_Imuvik,60,6,4
OS_Imuvik,62,5,4
OS_Imuvik,64,4,4
OS_Imuvik,66,6,4
OS_Imuvik,68,0,4
OS_Imuvik,70,3,4
OS_Imuvik,72,3,4
OS_Imuvik,74,6,4
OS_Imuvik,76,3,4
OS_Imuvik,78,6,4
OS_Imuvik,80,7,4
OS_Imuvik,82,2,4
OS_Imuvik,84,2,4
OS_Imuvik,86,7,4
OS_Imuvik,88,5,4
OS_Imuvik,90,7,4
OS_Imuvik,92,7,4
OS_Imuvik,94,8,4
OS_Imuvik,96,8,4
OS_Imuvik,98,7,4
OS_Imuvik,100,10,4
OS_Imuvik,102,9,4
OS_Imuvik,104,6,4
OS_Imuvik,106,10,4
OS_Imuvik,108,12,4
OS_Imuvik,110,7,4
OS_Imuvik,112,8,4
OS_Imuvik,114,4,4
OS_Imuvik,116,7,4
OS_Imuvik,118,4,4
OS_Imuvik,120,7,4
OS_Imuvik,122,8,4
OS_Imuvik,124,6,4
OS_Imuvik,126,6,4
OS_Imuvik,128,9,4
OS_Imuvik,130,5,4
OS_Imuvik,132,8,4
OS_Imuvik,134,6,4
OS_Imuvik,136,10,4
OS_Imuvik,138,9,4
OS_Imuvik,140,6,4
OS_Imuvik,142,7,4
OS_Imuvik,144,7,4
OS_Imuvik,146,9,4
OS_Imuvik,148,4,4
OS_Imuvik,150,5,4
OS_Imuvik,152,6,4
OS_Imuvik,154,4,4
OS_Imuvik,156,8,4
OS_Imuvik,158,8,4
OS_Imuvik,160,6,4
OS_Imuvik,162,6,4
OS_Imuvik,164,10,4
OS_Imuvik,166,1,4
OS_Imuvik,168,5,4
OS_Imuvik,170,4,4
OS_Imuvik,172,9,4
OS_Imuvik,174,5,4
OS_Imuvik,176,7,4
OS_Imuvik,178,7,4
OS_Imuvik,180,9,4
OS_Imuvik,182,5,4
OS_Imuvik,184,3,4
OS_Imuvik,186,1,4
OS_Imuvik,188,3,4
OS_Imuvik,190,4,4
OS_Imuvik,192,7,4
OS_Imuvik,194,7,4
OS_Imuvik,196,2,4
OS_Imuvik,198,9,4
SDW_Council,0,0,4
SDW_Council,2,0,4
SDW_Council,4,1,4
SDW_Council,6,1,4
SDW_Council,8,2,4
SDW_Council,10,13,4
SDW_Council,12,10,4
SDW_Council,14,7,4
SDW_Council,16,6,4
SDW_Council,18,3,4
SDW_Council,20,8,4
SDW_Council,22,7,4
SDW_Council,24,9,4
SDW_Council,26,10,4
SDW_Council,28,13,4
SDW_Council,30,13,4
SDW_Council,32,5,4
SDW_Council,34,9,4
SDW_Council,36,6,4
SDW_Council,38,8,4
SDW_Council,40,10,4
SDW_Council,42,11,4
SDW_Council,44,7,4
SDW_Council,46,10,4
SDW_Council,48,9,4
SDW_Council,50,9,4
SDW_Council,52,5,4
SDW_Council,54,3,4
SDW_Council,56,7,4
SDW_Council,58,11,4
SDW_Council,60,9,4
SDW_Council,62,9,4
SDW_Council,64,8,4
SDW_Council,66,4,4
SDW_Council,68,9,4
SDW_Council,70,9,4
SDW_Council,72,9,4
SDW_Council,74,10,4
SDW_Council,76,8,4
SDW_Council,78,8,4
SDW_Council,80,7,4
SDW_Council,82,3,4
SDW_Council,84,6,4
SDW_Council,86,4,4
SDW_Council,88,7,4
SDW_Council,90,10,4
SDW_Council,92,6,4
SDW_Council,94,5,4
SDW_Council,96,4,4
SDW_Council,98,4,4
SDW_Council,100,4,4
SDW_Council,102,8,4
SDW_Council,104,12,4
SDW_Council,106,11,4
SDW_Council,108,12,4
SDW_Council,110,12,4
SDW_Council,112,8,4
SDW_Council,114,9,4
SDW_Council,116,12,4
SDW_Council,118,11,4
SDW_Council,120,11,4
SDW_Council,122,12,4
SDW_Council,124,13,4
SDW_Council,126,7,4
SDW_Council,128,11,4
SDW_Council,130,9,4
SDW_Council,132,10,4
SDW_Council,134,4,4
SDW_Council,136,5,4
SDW_Council,138,3,4
SDW_Council,140,2,4
SDW_Council,142,4,4
SDW_Council,144,2,4
SDW_Council,146,1,4
SDW_Council,148,2,4
SDW_Council,150,1,4
SDW_Council,152,2,4
SDW_Council,154,0,4
SDW_Council,156,3,4
SDW_Council,158,2,4
SDW_Council,160,3,4
SDW_Council,162,3,4
SDW_Council,164,1,4
SDW_Council,166,1,4
SDW_Council,168,1,4
SDW_Council,170,0,4
SDW_Council,172,0,4
SDW_Council,174,0,4
SDW_Council,176,0,4
SDW_Council,178,0,4
SDW_Council,180,1,4
SDW_Council,182,0,4
SDW_Council,184,2,4
SDW_Council,186,4,4
SDW_Council,188,1,4
SDW_Council,190,0,4
SDW_Council,192,0,4
SDW_Council,194,0,4
SDW_Council,196,2,4
SDW_Council,198,1,4
ISM_Herschel_Island,0,27,4
ISM_Herschel_Island,2,17,4
