site,distance,diam,mass_overall,mass_above,mass_below,mass_mound
happy_valley,172.4,16.383,451.2994928,11.07351712,18.29309013,421.8551843
happy_valley,173.7,34.544,2281.912058,34.91351921,67.80667803,2181.420745
happy_valley,177,6.477,60.10606108,2.654049771,3.584989022,54.6384154
happy_valley,182.2,7.493,82.48898469,3.321391996,4.630479386,75.31451049
happy_valley,183.5,17.526,522.5105263,12.2848919,20.59331506,489.4116634
happy_valley,186.6,18.415,581.8070792,13.25713514,22.46290751,545.7634403
happy_valley,191.6,9.779,147.1015435,5.004091701,7.391206767,135.3870616
happy_valley,196.7,25.654,1195.578491,22.08443713,40.21012243,1132.747424
happy_valley_21,0,29.337,1600.100784,27.14989338,50.89264718,1522.138647
happy_valley_21,1.6,28.829,1540.517861,26.42960356,49.35509419,1464.689269
happy_valley_21,3.3,21.844,843.1213924,17.24274593,30.31862827,794.9604766
happy_valley_21,6.1,21.463,811.5002855,16.78198517,29.39603872,764.7409033
happy_valley_21,7.2,16.51,458.9343044,11.20593022,18.5428667,429.0914986
happy_valley_21,9.5,22.987,941.9124285,18.65102013,33.15969299,889.4714357
happy_valley_21,12.7,25.908,1221.444223,22.421919,40.91193247,1157.596733
happy_valley_21,18.2,16.51,458.9343044,11.20593022,18.5428667,429.0914986
happy_valley_21,19.4,9.525,138.9271424,4.805423265,7.057363185,127.7624861
happy_valley_21,23.1,18.542,590.5592777,13.39813445,22.73568742,554.0879291
happy_valley_21,23.9,13.081,276.7584,7.830925757,12.31998549,256.9567073
happy_valley_21,25.8,14.732,358.2986821,9.403164731,15.17989178,333.8540002
happy_valley_21,29.2,14.605,351.6223013,9.278675094,14.95081782,327.5478239
happy_valley_21,32.2,18.923,617.2396165,13.82425675,23.56251734,579.4748666
happy_valley_21,33.9,26.543,1287.417947,23.27343377,42.68927978,1221.010586
happy_valley_21,37.6,14.605,351.6223013,9.278675094,14.95081782,327.5478239
happy_valley_21,42.4,19.304,644.5573015,14.25503168,24.4020337,605.4839949
happy_valley_21,43.4,11.43,206.4456493,6.362342117,9.720839707,190.8986911
happy_valley_21,46.5,15.367,392.6999433,10.03426973,16.34767387,366.3728753
happy_valley_21,50.5,20.193,710.789399,15.27803006,26.40989873,668.6056592
happy_valley_21,52.2,14.732,358.2986821,9.403164731,15.17989178,333.8540002
happy_valley_21,54.4,22.352,886.2994865,17.86386187,31.56779458,836.2500363
happy_valley_21,60.8,14.859,365.0428868,9.528234514,15.41046404,340.225891
happy_valley_21,67.1,17.272,506.1989237,12.01190168,20.0720341,473.925242
happy_valley_21,68.7,8.255,101.8058738,3.855369927,5.489032401,93.22240689
happy_valley_21,70.1,21.717,832.5085292,17.0886734,30.00973471,784.8162255
happy_valley_21,72.6,18.796,608.2754634,13.68169689,23.28549468,570.9435472
happy_valley_21,79.1,17.907,547.5022918,12.69838937,21.38600168,513.1520464
happy_valley_21,83.4,16.51,458.9343044,11.20593022,18.5428667,429.0914986
happy_valley_21,85.6,18.923,617.2396165,13.82425675,23.56251734,579.4748666
happy_valley_21,87.3,26.035,1234.489197,22.59133138,41.26479679,1170.131863
happy_valley_21,89.5,11.303,201.4947957,6.253849964,9.531947018,186.2580858
happy_valley_21,93.7,17.145,498.1477319,11.87621439,19.81355431,466.2838809
happy_valley_21,94.1,8.509,108.7340692,4.039482663,5.789092107,99.65724545
happy_valley_21,94.7,30.607,1754.412554,28.98007011,54.82501492,1671.059978
happy_valley_21,100,25.527,1182.757605,21.91636967,39.86117983,1120.433098
happy_valley_21,103,9.017,123.3320811,4.416633021,6.40971654,113.2339252
happy_valley_21,107,6.604,62.69588617,2.734578636,3.70935587,57.02594045
happy_valley_21,108.6,12.192,237.5183719,7.026874987,10.88751992,220.0580405
happy_valley_21,110,15.494,399.7847606,10.16220645,16.58569128,373.0750388
happy_valley_21,111.8,13.716,306.7781095,8.423690274,13.38952271,285.234824
happy_valley_21,115.8,21.59,821.9681847,16.93508604,29.70220421,774.7430625
happy_valley_21,116.7,21.082,780.5305218,16.32561473,28.485752,735.159598
happy_valley_21,118.8,15.621,406.9379942,10.29071,16.82518868,379.8435915
happy_valley_21,122,20.193,710.789399,15.27803006,26.40989873,668.6056592
happy_valley_21,125.5,14.986,371.8550158,9.653882153,15.64253146,346.6636107
happy_valley_21,128.5,20.828,760.2448791,16.02382477,27.88575563,715.792181
happy_valley_21,132.1,24.003,1034.704816,19.93498963,35.77654269,978.3691652
happy_valley_21,136.7,15.494,399.7847606,10.16220645,16.58569128,373.0750388
happy_valley_21,137.5,19.812,681.9760977,14.83656233,25.54101725,641.1350304
happy_valley_21,141.1,19.685,672.5145278,14.6904167,25.25417502,632.1178315
happy_valley_21,149.1,19.812,681.9760977,14.83656233,25.54101725,641.1350304
happy_valley_21,151.9,21.971,853.8068473,17.39730233,30.62888295,805.1758998
happy_valley_21,154.1,20.193,710.789399,15.27803006,26.40989873,668.6056592
happy_valley_21,158.2,14.097,325.5929817,8.786564814,14.04956877,302.9779498
happy_valley_21,161.2,13.462,294.5700032,8.184767544,12.95710948,273.7301253
happy_valley_21,167.4,26.162,1247.608994,22.76119004,41.61896522,1182.740741
happy_valley_21,169.8,17.653,530.7711129,12.42219122,20.8561111,497.2569247
happy_valley_21,173.3,20.955,770.3516637,16.17447314,28.18506633,725.4406017
happy_valley_21,174.7,10.16,159.8374623,5.307339329,7.904377045,147.277921
happy_valley_21,179,26.543,1287.417947,23.27343377,42.68927978,1221.010586
happy_valley_21,183.5,17.653,530.7711129,12.42219122,20.8561111,497.2569247
happy_valley_21,187.2,8.89,119.5894844,4.321242326,6.252012534,109.750942
happy_valley_21,189.2,14.986,371.8550158,9.653882153,15.64253146,346.6636107
happy_valley_21,190.8,12.827,265.2164193,7.598090754,11.90294189,246.0953936
happy_valley_21,192.7,20.066,701.1134549,15.13037049,26.11888127,659.3788542
happy_valley_21,195.4,14.478,345.0136432,9.15476792,14.72324532,321.3072471
happy_valley_21,195.7,17.399,514.3198258,12.14812812,20.33195521,481.6344693
happy_valley_21,197,20.447,730.3562079,15.57485287,26.99609388,687.2695029
happy_valley_21,198.6,26.035,1234.489197,22.59133138,41.26479679,1170.131863
happy_valley_7,1.1,14.986,371.8550158,9.653882153,15.64253146,346.6636107
happy_valley_7,3.1,13.589,300.6406135,8.303927841,13.17255205,279.4501505
happy_valley_7,3.8,8.001,95.12318035,3.674287585,5.195874828,87.02132796
happy_valley_7,5.9,16.51,458.9343044,11.20593022,18.5428667,429.0914986
happy_valley_7,8,21.336,801.1047581,16.6293721,29.09124019,754.809663
happy_valley_7,11.8,27.94,1439.17726,25.18552399,46.71340614,1367.048759
happy_valley_7,14.2,16.002,428.809154,10.67960042,17.55253154,400.54868
happy_valley_7,20.9,10.922,187.0304949,5.932320016,8.974876196,172.7093854
happy_valley_7,27.3,7.747,88.684669,3.496279594,4.909672183,81.0525335
happy_valley_7,28.9,14.605,351.6223013,9.278675094,14.95081782,327.5478239
happy_valley_7,29.2,4.191,23.34532169,1.357971914,1.669012556,20.9456965
happy_valley_7,34.2,17.526,522.5105263,12.2848919,20.59331506,489.4116634
happy_valley_7,37.4,22.733,919.4480441,18.33473042,32.51888792,867.9677092
happy_valley_7,39.8,15.367,392.6999433,10.03426973,16.34767387,366.3728753
happy_valley_7,40.5,12.192,237.5183719,7.026874987,10.88751992,220.0580405
happy_valley_7,44.1,6.35,57.57509726,2.574368045,3.462452784,52.30652905
happy_valley_7,45.6,14.224,331.9990865,8.908710386,14.27261754,309.0224272
happy_valley_7,47.5,9.779,147.1015435,5.004091701,7.391206767,135.3870616
happy_valley_7,55.7,17.526,522.5105263,12.2848919,20.59331506,489.4116634
happy_valley_7,58.8,10.033,155.5287265,5.205562968,7.731673204,143.2535579
happy_valley_7,61.4,12.827,265.2164193,7.598090754,11.90294189,246.0953936
happy_valley_7,63.5,25.146,1144.742105,21.41487358,38.82222081,1083.930546
happy_valley_7,65.6,12.954,270.9542417,7.714200476,12.11069068,251.494038
happy_valley_7,68.3,17.272,506.1989237,12.01190168,20.0720341,473.925242
happy_valley_7,70.1,17.399,514.3198258,12.14812812,20.33195521,481.6344693
happy_valley_7,76.4,17.78,539.1016725,12.5600243,21.12034081,505.1703527
happy_valley_7,76.8,17.145,498.1477319,11.87621439,19.81355431,466.2838809
happy_valley_7,78.9,12.192,237.5183719,7.026874987,10.88751992,220.0580405
happy_valley_7,80.4,11.557,211.4614222,6.471486367,9.911326307,195.6017185
happy_valley_7,86.1,17.78,539.1016725,12.5600243,21.12034081,505.1703527
happy_valley_7,89.6,11.43,206.4456493,6.362342117,9.720839707,190.8986911
happy_valley_7,90.9,20.447,730.3562079,15.57485287,26.99609388,687.2695029
happy_valley_7,91.5,11.938,226.8994896,6.802798844,10.49230699,210.0867261
happy_valley_7,92.5,19.304,644.5573015,14.25503168,24.4020337,605.4839949
happy_valley_7,95,36.449,2564.162869,37.9210026,74.51019344,2455.201608
happy_valley_7,102.8,17.399,514.3198258,12.14812812,20.33195521,481.6344693
happy_valley_7,104.1,13.97,319.2541875,8.665011284,13.82803447,296.9986031
happy_valley_7,106.3,12.7,259.5448203,7.482599391,11.69674284,240.7606463
happy_valley_7,111.5,11.43,206.4456493,6.362342117,9.720839707,190.8986911
happy_valley_7,117.1,11.684,216.5422383,6.581279401,10.10340253,200.3673079
happy_valley_7,117.5,13.081,276.7584,7.830925757,12.31998549,256.9567073
happy_valley_7,128.6,23.622,999.35618,19.44999467,34.78519964,944.4905958
happy_valley_7,135.1,17.653,530.7711129,12.42219122,20.8561111,497.2569247
happy_valley_7,137.3,18.415,581.8070792,13.25713514,22.46290751,545.7634403
happy_valley_7,138.2,20.574,740.2472273,15.72401323,27.29126735,696.7067192
happy_valley_7,146.5,5.334,39.4215721,1.968394463,2.549177475,35.62691802
happy_valley_7,160.5,4.826,31.71802673,1.687347259,2.13827648,28.57876589
happy_valley_7,167.3,8.382,105.2392026,3.947050166,5.638202708,96.41051544
happy_valley_7,169.9,10.16,159.8374623,5.307339329,7.904377045,147.277921
happy_valley_7,173.7,6.604,62.69588617,2.734578636,3.70935587,57.02594045
happy_valley_7,177,17.653,530.7711129,12.42219122,20.8561111,497.2569247
happy_valley_7,179.8,12.319,242.9262227,7.139864079,11.08748193,225.138496
happy_valley_7,181.2,17.272,506.1989237,12.01190168,20.0720341,473.925242
happy_valley_7,181.9,13.081,276.7584,7.830925757,12.31998549,256.9567073
happy_valley_7,185.2,21.971,853.8068473,17.39730233,30.62888295,805.1758998
happy_valley_7,192.8,19.304,644.5573015,14.25503168,24.4020337,605.4839949
happy_valley_7,197.3,25.146,1144.742105,21.41487358,38.82222081,1083.930546
happy_valley_7,198.9,25.654,1195.578491,22.08443713,40.21012243,1132.747424
here_12,1.05,21.717,832.5085292,17.0886734,30.00973471,784.8162255
here_12,2.15,19.304,644.5573015,14.25503168,24.4020337,605.4839949
here_12,4.3,16.256,443.7337591,10.94165646,18.04477356,414.6860138
here_12,5.3,20.447,730.3562079,15.57485287,26.99609388,687.2695029
here_12,12.95,29.337,1600.100784,27.14989338,50.89264718,1522.138647
here_12,16.75,25.4,1170.011288,21.74875257,39.51354764,1108.192225
here_12,22.7,28.321,1482.15333,25.71612681,47.8378951,1408.444464
here_12,23.95,21.59,821.9681847,16.93508604,29.70220421,774.7430625
here_12,25.55,31.623,1883.398902,30.47407654,58.06123865,1795.68057
here_12,26.45,21.717,832.5085292,17.0886734,30.00973471,784.8162255
here_12,30.25,24.384,1070.717482,20.42415442,36.77985768,1012.900627
here_12,34.3,29.083,1570.156792,26.78890028,50.1213319,1493.263118
here_12,36.85,24.257,1058.639367,20.26063805,36.44409198,1001.317467
here_12,39.25,16.256,443.7337591,10.94165646,18.04477356,414.6860138
here_12,41.25,34.29,2245.617805,34.51913363,66.93349018,2146.248482
here_12,45.1,20.193,710.789399,15.27803006,26.40989873,668.6056592
here_12,47.05,17.526,522.5105263,12.2848919,20.59331506,489.4116634
here_12,49.95,32.766,2034.428969,32.18603206,61.79710867,1941.748548
here_12,51.15,39.878,3117.278127,43.54986801,87.25552476,2992.893502
here_12,55.25,23.749,1011.06539,19.61119445,35.11431424,955.7110385
here_12,56.8,23.876,1022.848246,19.77285982,35.4447625,967.0038689
here_12,57.55,20.447,730.3562079,15.57485287,26.99609388,687.2695029
here_12,61.45,16.256,443.7337591,10.94165646,18.04477356,414.6860138
here_12,64.35,39.37,3031.65206,42.69882981,85.31281412,2909.562161
here_12,69.6,20.193,710.789399,15.27803006,26.40989873,668.6056592
here_12,71.14,22.479,897.2760307,18.02034094,31.88347466,846.7509803
here_12,75.5,29.591,1630.350293,27.51257607,51.66902929,1551.316388
here_12,78.05,26.543,1287.417947,23.27343377,42.68927978,1221.010586
here_12,78.6,37.211,2682.049529,39.14819349,77.26748615,2569.677048
here_12,80.4,22.225,875.3958223,17.70786157,31.25346801,825.8205966
here_12,82.8,34.798,2318.52056,35.30947187,68.68473487,2216.905389
here_12,85.2,16.51,458.9343044,11.20593022,18.5428667,429.0914986
here_12,90.9,33.782,2173.970447,33.73508515,65.20175661,2076.839224
here_12,95.5,18.542,590.5592777,13.39813445,22.73568742,554.0879291
here_12,97.1,21.971,853.8068473,17.39730233,30.62888295,805.1758998
here_12,97.8,19.812,681.9760977,14.83656233,25.54101725,641.1350304
here_12,100.7,31.877,1916.418153,30.8516739,58.88275666,1827.601562
here_12,103.4,24.13,1046.635167,20.09758275,36.10965309,989.8070053
here_12,106.25,21.082,780.5305218,16.32561473,28.485752,735.159598
here_12,106.7,22.606,908.3255263,18.17729754,32.20050639,857.3235107
here_12,108.45,19.812,681.9760977,14.83656233,25.54101725,641.1350304
here_12,108.95,17.272,506.1989237,12.01190168,20.0720341,473.925242
here_12,111.55,32.893,2051.598637,32.37826615,62.21838618,1958.363827
here_12,113.8,24.765,1107.395984,20.91745889,37.79509871,1048.087067
here_12,115.4,19.304,644.5573015,14.25503168,24.4020337,605.4839949
here_12,122.15,31.242,1834.450198,29.91074275,56.8382928,1748.374252
here_12,124.05,26.67,1300.83766,23.44506764,43.04864931,1233.915179
here_12,124.8,21.463,811.5002855,16.78198517,29.39603872,764.7409033
here_12,126.5,28.702,1525.812648,26.25059348,48.97388282,1450.515307
here_12,130.5,29.972,1676.298397,28.05975348,52.84307951,1595.650801
here_12,133.9,33.02,2068.846206,32.57090095,62.64089556,1975.05643
here_12,135.2,22.225,875.3958223,17.70786157,31.25346801,825.8205966
here_12,137.05,20.066,701.1134549,15.13037049,26.11888127,659.3788542
here_12,139.8,27.051,1341.547852,23.96261355,44.13453076,1273.073894
here_12,144.7,28.321,1482.15333,25.71612681,47.8378951,1408.444464
here_12,146.7,17.653,530.7711129,12.42219122,20.8561111,497.2569247
here_12,149.75,21.082,780.5305218,16.32561473,28.485752,735.159598
here_12,155.95,14.986,371.8550158,9.653882153,15.64253146,346.6636107
here_12,157.8,26.543,1287.417947,23.27343377,42.68927978,1221.010586
here_12,162.95,27.559,1396.882844,24.65880919,45.60045395,1326.326344
here_12,163.5,15.367,392.6999433,10.03426973,16.34767387,366.3728753
here_12,166.85,18.161,564.5140531,12.97670859,21.92160701,529.3206245
here_12,175.1,33.528,2138.616534,33.3454331,64.34322867,2042.601289
here_12,177.6,22.86,930.6436548,18.49263835,32.83861739,878.6836572
here_12,178.35,20.701,750.2100922,15.87367101,27.58782195,706.2142493
here_12,180.85,19.05,626.2745861,13.96733356,23.84094959,588.0753186
here_12,181.25,21.082,780.5305218,16.32561473,28.485752,735.159598
here_12,185.1,30.226,1707.313683,28.42663105,53.63208239,1625.586374
here_12,193.8,30.099,1691.767681,28.24298354,53.23695155,1610.580614
here_12,195.2,22.606,908.3255263,18.17729754,32.20050639,857.3235107
here_12,196.85,20.574,740.2472273,15.72401323,27.29126735,696.7067192
here_12,199.15,27.305,1369.064468,24.30983817,44.86491422,1299.551194
here_12,200,22.225,875.3958223,17.70786157,31.25346801,825.8205966
here_5,5.35,7.747,88.684669,3.496279594,4.909672183,81.0525335
here_5,12.1,22.606,908.3255263,18.17729754,32.20050639,857.3235107
here_5,19.55,24.257,1058.639367,20.26063805,36.44409198,1001.317467
here_6,63.85,23.114,953.2544352,18.80987454,33.48211289,900.3311254
here_6,68,15.494,399.7847606,10.16220645,16.58569128,373.0750388
here_6,69.37,27.813,1425.003461,25.00951918,46.34113831,1353.399903
here_6,77.81,27.178,1355.26847,24.13600709,44.49907723,1286.275348
here_6,80.75,24.892,1119.770423,21.08280853,38.13615482,1059.961788
here_6,83.63,16.891,482.254124,11.60646464,19.30092906,451.2043511
here_6,85.45,24.892,1119.770423,21.08280853,38.13615482,1059.961788
here_6,95.2,25.908,1221.444223,22.421919,40.91193247,1157.596733
here_6,99.05,24.892,1119.770423,21.08280853,38.13615482,1059.961788
here_6,101.45,19.812,681.9760977,14.83656233,25.54101725,641.1350304
here_6,105.3,19.939,691.5090472,14.98321409,25.82925339,650.2220079
here_6,110.85,20.447,730.3562079,15.57485287,26.99609388,687.2695029
here_6,122.4,23.876,1022.848246,19.77285982,35.4447625,967.0038689
here_6,125.35,22.987,941.9124285,18.65102013,33.15969299,889.4714357
here_6,147.55,18.415,581.8070792,13.25713514,22.46290751,545.7634403
here_6,159,21.59,821.9681847,16.93508604,29.70220421,774.7430625
here_6,165.9,14.478,345.0136432,9.15476792,14.72324532,321.3072471
here_6,169.6,17.653,530.7711129,12.42219122,20.8561111,497.2569247
here_6,172.5,17.78,539.1016725,12.5600243,21.12034081,505.1703527
here_6,178.75,14.478,345.0136432,9.15476792,14.72324532,321.3072471
imnaviat,0.2,30.353,1722.936459,28.61069518,54.02847076,1640.668145
imnaviat,0.7,5.334,39.4215721,1.968394463,2.549177475,35.62691802
imnaviat,1.5,3.556,16.33734638,1.054511024,1.250666349,14.58581841
imnaviat,2.7,3.937,20.38039084,1.233373916,1.495456307,18.25118172
imnaviat,4.5,13.462,294.5700032,8.184767544,12.95710948,273.7301253
imnaviat,5.5,26.543,1287.417947,23.27343377,42.68927978,1221.010586
imnaviat,6.4,23.495,987.7205482,19.28926162,34.45742044,933.3424622
imnaviat,8,31.369,1850.689148,30.09811137,57.24469564,1764.066419
imnaviat,9.8,10.16,159.8374623,5.307339329,7.904377045,147.277921
imnaviat,14.5,12.319,242.9262227,7.139864079,11.08748193,225.138496
imnaviat,17.6,31.496,1867.005364,30.28588955,57.65234466,1779.835171
imnaviat,19.2,20.447,730.3562079,15.57485287,26.99609388,687.2695029
imnaviat,26.1,16.256,443.7337591,10.94165646,18.04477356,414.6860138
imnaviat,28.2,13.335,288.5661704,8.066211994,12.74319849,268.0746258
imnaviat,31.6,17.78,539.1016725,12.5600243,21.12034081,505.1703527
imnaviat,39,16.764,474.4115288,11.47240591,19.04678887,443.7659778
imnaviat,44.5,4.953,33.55936865,1.756182192,2.238082167,30.26149014
imnaviat,47.8,24.257,1058.639367,20.26063805,36.44409198,1001.317467
imnaviat,48.3,33.909,2191.764769,33.93050525,65.63285697,2094.074776
imnaviat,50,13.843,312.9825987,8.544052268,13.60801799,291.0842679
imnaviat,56.5,8.89,119.5894844,4.321242326,6.252012534,109.750942
imnaviat,68.2,14.224,331.9990865,8.908710386,14.27261754,309.0224272
imnaviat,70.1,5.08,35.45691039,1.825975715,2.339842184,31.99691051
imnaviat,73.8,7.874,91.87348576,3.584896469,5.051900759,84.00798882
imnaviat,78,2.794,9.674921284,0.727494606,0.81884367,8.57526114
imnaviat,79.7,7.874,91.87348576,3.584896469,5.051900759,84.00798882
imnaviat,81.1,15.875,421.4500955,10.54940907,17.3086117,393.5803033
imnaviat,89.9,3.683,17.63152345,1.113038862,1.330168049,15.75786543
imnaviat,90,3.556,16.33734638,1.054511024,1.250666349,14.58581841
imnaviat,91.5,2.159,5.525710909,0.489177186,0.520652719,4.859829638
imnaviat,94.3,14.732,358.2986821,9.403164731,15.17989178,333.8540002
imnaviat,95.1,7.239,76.53473509,3.149673097,4.358353643,69.80570584
imnaviat,97,1.524,2.592770939,0.28616509,0.282413672,2.25656811
imnaviat,97.1,1.651,3.085202493,0.323688075,0.325039647,2.69161698
imnaviat,97.6,10.033,155.5287265,5.205562968,7.731673204,143.2535579
imnaviat,106,20.32,720.5369576,15.42619133,26.70230364,677.9025125
imnaviat,108.4,4.445,26.52865962,1.486711713,1.850711647,23.84397501
imnaviat,111,5.588,43.61392035,2.114519213,2.766190453,39.47089306
imnaviat,114.3,2.794,9.674921284,0.727494606,0.81884367,8.57526114
imnaviat,115.2,22.225,875.3958223,17.70786157,31.25346801,825.8205966
imnaviat,121.3,4.445,26.52865962,1.486711713,1.850711647,23.84397501
imnaviat,123.5,4.445,26.52865962,1.486711713,1.850711647,23.84397501
imnaviat,126.4,18.034,555.9730568,12.83728471,21.65309123,521.2021044
imnaviat,127.8,16.891,482.254124,11.60646464,19.30092906,451.2043511
imnaviat,132.7,19.812,681.9760977,14.83656233,25.54101725,641.1350304
imnaviat,141.7,4.826,31.71802673,1.687347259,2.13827648,28.57876589
imnaviat,147,20.32,720.5369576,15.42619133,26.70230364,677.9025125
imnaviat,148.7,13.843,312.9825987,8.544052268,13.60801799,291.0842679
imnaviat,150.5,26.543,1287.417947,23.27343377,42.68927978,1221.010586
imnaviat,156.6,10.795,182.3380568,5.826470466,8.792403243,168.3170448
imnaviat,158.8,5.969,50.33334962,2.340484509,3.105917437,45.64245697
imnaviat,164.7,13.589,300.6406135,8.303927841,13.17255205,279.4501505
imnaviat,166.3,34.29,2245.617805,34.51913363,66.93349018,2146.248482
imnaviat,169.4,15.24,385.6834454,9.906901979,16.11113942,359.7369904
imnaviat,170.2,11.938,226.8994896,6.802798844,10.49230699,210.0867261
imnaviat,172.7,17.907,547.5022918,12.69838937,21.38600168,513.1520464
imnaviat,179.9,3.81,18.97910054,1.172665503,1.411770466,16.97953921
imnaviat,193.3,7.62,85.55655958,3.408442782,4.769196034,78.15477166
imnaviat,195.1,2.159,5.525710909,0.489177186,0.520652719,4.859829638
ISM_Herschel_Island,0.57,22.95,938.6218432,18.60482856,33.06601243,886.3211198
ISM_Herschel_Island,2.13,24.7,1101.091312,20.83300774,37.62105305,1042.037703
ISM_Herschel_Island,4.17,23.65,1001.931413,19.48549471,34.85764564,946.9581777
ISM_Herschel_Island,7.6,24.25,1057.975794,20.25163874,36.42562378,1000.68114
ISM_Herschel_Island,8.34,36.25,2533.846694,37.60277626,73.79722672,2425.774318
ISM_Herschel_Island,11.19,14.9,367.2346487,9.568734872,15.48522016,342.297009
ISM_Herschel_Island,12.37,38.51,2889.623628,41.27156751,82.06700624,2771.412281
ISM_Herschel_Island,14.24,14.65,353.980196,9.322719087,15.03181417,329.7747859
ISM_Herschel_Island,16.1,31.45,1861.086625,30.21782815,57.50454839,1774.114805
ISM_Herschel_Island,18.23,22.25,877.5364551,17.73853239,31.31523623,827.8679874
ISM_Herschel_Island,21.02,40.7,3258.561097,44.93935453,90.43885446,3130.459064
ISM_Herschel_Island,22.01,17.75,537.1275069,12.52741724,21.05779514,503.2948844
ISM_Herschel_Island,24.14,39.4,3036.672969,42.74892434,85.42701757,2914.447622
ISM_Herschel_Island,26.43,13.1,277.63245,7.848441359,12.35143003,257.7794706
ISM_Herschel_Island,28.37,14.6,351.360838,9.273785829,14.94182986,327.3008922
ISM_Herschel_Island,30.37,18.25,570.5413753,13.07472914,22.11062813,535.0508332
ISM_Herschel_Island,32.08,16.45,455.3186924,11.14330413,18.42468025,425.6643933
ISM_Herschel_Island,34.18,17.4,514.3840468,12.14920291,20.33400754,481.6954414
ISM_Herschel_Island,37.08,11.7,217.1869607,6.595157448,10.12771365,200.9721415
ISM_Herschel_Island,38.78,13.45,293.9998568,8.173539532,12.93683184,273.1929889
ISM_Herschel_Island,40.11,16.05,431.6084404,10.72895213,17.64510423,403.1997925
ISM_Herschel_Island,42.2,18.1,560.4029141,12.90967536,21.79245702,525.4126272
ISM_Herschel_Island,44.83,19.9,688.5740071,14.93812554,25.74059176,647.4240894
ISM_Herschel_Island,46.32,12,229.4673264,6.857259681,10.58819554,212.4973885
ISM_Herschel_Island,49.5,42.7,3616.478455,48.38338243,98.38833925,3479.321022
ISM_Herschel_Island,50.74,11.5,209.2022107,6.42241992,9.825635446,193.4831809
ISM_Herschel_Island,52.04,20.1,703.6968497,15.16985213,26.19665534,661.8421612
ISM_Herschel_Island,54.25,25,1130.351981,21.22377933,38.4272242,1070.117471
ISM_Herschel_Island,56.58,27.1,1346.832706,24.02946152,44.27502955,1278.158559
ISM_Herschel_Island,58.57,10.9,186.2130226,5.913936088,8.943151168,171.9440825
ISM_Herschel_Island,61.11,40.85,3284.707587,45.19455654,91.02504731,3155.926756
ISM_Herschel_Island,62.54,15.95,425.7876838,10.62622609,17.45248116,397.6874134
ISM_Herschel_Island,64.19,28.75,1531.361576,26.31820072,49.11781308,1455.863549
ISM_Herschel_Island,66.26,8.85,118.4235943,4.291349396,6.202692622,108.6662324
ISM_Herschel_Island,68.08,28.35,1485.452436,25.75667245,47.92395753,1411.622945
ISM_Herschel_Island,70.03,14.5,346.1536049,9.176190342,14.76255967,322.3835994
ISM_Herschel_Island,72.35,36.15,2518.685874,37.44321854,73.44006683,2411.059845
ISM_Herschel_Island,74.34,21.85,843.6245827,17.25003693,30.33325535,795.4414925
ISM_Herschel_Island,76.04,32.7,2025.536894,32.08628935,61.57866387,1933.14435
ISM_Herschel_Island,78.28,23.3,969.9978763,19.04337794,33.95674081,916.3658174
ISM_Herschel_Island,80.67,26.8,1314.652193,23.62121297,43.41785064,1247.201361
ISM_Herschel_Island,82.46,19.15,633.4386226,14.0803552,24.06117801,594.8960381
ISM_Herschel_Island,84.52,32.25,1965.468914,31.40912288,60.098156,1875.034853
ISM_Herschel_Island,86.72,11.6,213.1744093,6.508587904,9.976182208,197.2082523
ISM_Herschel_Island,88.81,26.15,1246.366126,22.74512133,41.58544473,1181.546194
ISM_Herschel_Island,91.02,25.9,1220.624996,22.41126232,40.8897485,1156.809586
ISM_Herschel_Island,92.44,24.25,1057.975794,20.25163874,36.42562378,1000.68114
ISM_Herschel_Island,94.54,34.55,2282.7732,34.92285437,67.82736341,2182.255361
ISM_Herschel_Island,96.82,28.55,1508.312739,26.03690621,48.51930414,1433.650076
ISM_Herschel_Island,98.6,18.85,612.0783444,13.74224962,23.40311144,574.5625952
ISM_Herschel_Island,100.51,32.45,1992.045317,31.70946091,60.75424402,1900.74176
ISM_Herschel_Island,102.18,23,943.0700556,18.66725912,33.19263487,890.5797524
ISM_Herschel_Island,105.15,24.8,1110.798855,20.96298215,37.88895885,1051.352338
ISM_Herschel_Island,106.53,30.05,1685.790131,28.17223898,53.08483595,1604.811298
ISM_Herschel_Island,108.38,42.55,3588.935704,48.12199961,97.78214252,3452.457499
ISM_Herschel_Island,110.1,28.55,1508.312739,26.03690621,48.51930414,1433.650076
ISM_Herschel_Island,112.52,40.15,3163.654633,44.00795596,88.30345046,3038.040431
ISM_Herschel_Island,114.65,16.3,446.3471435,10.9872778,18.13063904,417.162226
ISM_Herschel_Island,115.93,35.05,2355.151746,35.70385023,69.56068095,2252.419783
ISM_Herschel_Island,118.23,20.7,750.1313636,15.87249066,27.58548149,706.139112
ISM_Herschel_Island,120.84,18.45,584.212063,13.29594103,22.53794154,548.0507238
ISM_Herschel_Island,122.68,16.9,482.8125323,11.61598555,19.31899401,451.7340422
ISM_Herschel_Island,125.12,29.5,1619.477721,27.38244477,51.39029486,1540.828171
ISM_Herschel_Island,126.9,24.55,1086.616183,20.63857783,37.22073023,1028.150562
ISM_Herschel_Island,128.12,24.3,1062.720527,20.31595029,36.55762795,1005.23118
ISM_Herschel_Island,128.01,24.5,1081.814107,20.57390991,37.08769926,1023.544113
ISM_Herschel_Island,132.31,35.6,2436.178256,36.5699111,71.48904255,2331.002999
