site,distance,diam,mass_overall,mass_above,mass_below,mass_mound
pass_1,34.5,12.827,265.2164193,7.598090754,11.90294189,246.0953936
pass_1,35.1,22.352,886.2994865,17.86386187,31.56779458,836.2500363
pass_1,36.2,27.686,1410.905342,24.83394727,45.97015377,1339.825788
pass_1,44.4,11.811,221.6882202,6.691717963,10.29706415,205.1955979
pass_1,47.5,14.478,345.0136432,9.15476792,14.72324532,321.3072471
pass_1,49.4,24.257,1058.639367,20.26063805,36.44409198,1001.317467
pass_1,51.8,25.273,1157.339476,21.58158686,39.16722743,1096.024733
pass_1,54.4,18.161,564.5140531,12.97670859,21.92160701,529.3206245
pass_1,55.9,21.463,811.5002855,16.78198517,29.39603872,764.7409033
pass_1,59.3,11.049,191.7873452,6.038835464,9.158960823,177.163576
pass_1,61.4,31.496,1867.005364,30.28588955,57.65234466,1779.835171
pass_1,70,19.939,691.5090472,14.98321409,25.82925339,650.2220079
pass_1,75.8,11.557,211.4614222,6.471486367,9.911326307,195.6017185
pass_1,82.7,20.701,750.2100922,15.87367101,27.58782195,706.2142493
pass_1,83.3,23.622,999.35618,19.44999467,34.78519964,944.4905958
pass_1,86.3,14.986,371.8550158,9.653882153,15.64253146,346.6636107
pass_1,93.9,23.114,953.2544352,18.80987454,33.48211289,900.3311254
pass_1,96.6,10.795,182.3380568,5.826470466,8.792403243,168.3170448
pass_1,104.5,13.462,294.5700032,8.184767544,12.95710948,273.7301253
pass_1,111.9,17.907,547.5022918,12.69838937,21.38600168,513.1520464
pass_1,114.1,17.526,522.5105263,12.2848919,20.59331506,489.4116634
pass_1,124.6,28.702,1525.812648,26.25059348,48.97388282,1450.515307
pass_1,138.2,26.797,1314.332508,23.61714287,43.40931531,1246.893881
pass_1,150.7,16.51,458.9343044,11.20593022,18.5428667,429.0914986
pass_1,172.3,25.019,1132.219109,21.24861378,38.4785294,1071.909589
pass_1,173.7,31.115,1818.288461,29.72378447,56.4331374,1732.758606
pass_1,176.9,12.954,270.9542417,7.714200476,12.11069068,251.494038
pass_1,179.7,20.574,740.2472273,15.72401323,27.29126735,696.7067192
pass_1,182.9,20.574,740.2472273,15.72401323,27.29126735,696.7067192
pass_1,185.6,22.225,875.3958223,17.70786157,31.25346801,825.8205966
pass_1,187.5,25.781,1208.474009,22.25295391,40.56037383,1145.135278
pass_1,194.5,16.256,443.7337591,10.94165646,18.04477356,414.6860138
pass_1,197.3,17.018,490.1661618,11.74106809,19.55651842,458.7102846
pass_20,2.5,13.208,282.629006,7.948263837,12.53082263,262.483528
pass_20,7.1,3.302,13.9078936,0.94082437,1.098038124,12.38918842
pass_20,8.5,7.62,85.55655958,3.408442782,4.769196034,78.15477166
pass_20,16.5,4.953,33.55936865,1.756182192,2.238082167,30.26149014
pass_20,25.5,11.684,216.5422383,6.581279401,10.10340253,200.3673079
pass_20,26.5,15.24,385.6834454,9.906901979,16.11113942,359.7369904
pass_20,42.9,21.336,801.1047581,16.6293721,29.09124019,754.809663
pass_20,43.3,24.638,1095.095724,20.75256594,37.45536271,1036.285351
pass_20,43.7,9.779,147.1015435,5.004091701,7.391206767,135.3870616
pass_20,66.9,37.719,2762.231537,39.97390035,79.12960232,2647.578874
pass_20,79.4,14.986,371.8550158,9.653882153,15.64253146,346.6636107
pass_20,99,5.715,45.79605297,2.188946566,2.877548816,41.47375446
pass_20,103.4,5.334,39.4215721,1.968394463,2.549177475,35.62691802
pass_20,108.4,9.271,131.0043784,4.609591854,6.730185087,120.3785452
pass_20,154.2,12.827,265.2164193,7.598090754,11.90294189,246.0953936
pass_20,156.4,20.828,760.2448791,16.02382477,27.88575563,715.792181
pass_20,181.2,10.287,164.2098119,5.409804147,8.078721223,151.3632348
pass_20,186.1,12.573,253.939331,7.367729228,11.49209728,235.4896676
pass_20,188.7,12.7,259.5448203,7.482599391,11.69674284,240.7606463
pass_20,196.5,8.128,98.43392101,3.764447256,5.341587596,90.0927388
pump_station,198.8,3.302,13.9078936,0.94082437,1.098038124,12.38918842
pump_station,197.4,4.064,21.83569901,1.295147878,1.581208983,19.57312597
pump_station,194.6,2.286,6.256285696,0.534167749,0.575631199,5.511831065
pump_station,191.7,1.651,3.085202493,0.323688075,0.325039647,2.69161698
pump_station,186.4,2.54,7.865443288,0.628221997,0.692636676,6.951498738
pump_station,186,3.937,20.38039084,1.233373916,1.495456307,18.25118172
pump_station,175.6,3.302,13.9078936,0.94082437,1.098038124,12.38918842
pump_station,169.3,6.985,70.82048825,2.981173653,4.09335463,64.52452383
pump_station,159,7.874,91.87348576,3.584896469,5.051900759,84.00798882
pump_station,155.8,1.778,3.62413053,0.36280166,0.370220432,3.168846513
pump_station,143.6,3.81,18.97910054,1.172665503,1.411770466,16.97953921
pump_station,143.1,3.429,15.09624708,0.997099902,1.173283417,13.46304664
pump_station,138.9,15.748,414.1597406,10.41977824,17.06616312,386.6786432
pump_station,136.3,4.953,33.55936865,1.756182192,2.238082167,30.26149014
pump_station,132.9,3.937,20.38039084,1.233373916,1.495456307,18.25118172
pump_station,124.9,11.43,206.4456493,6.362342117,9.720839707,190.8986911
pump_station,122.3,9.017,123.3320811,4.416633021,6.40971654,113.2339252
pump_station,112.6,3.937,20.38039084,1.233373916,1.495456307,18.25118172
pump_station,108.9,7.366,79.48176909,3.235133347,4.493529463,72.53155458
pump_station,107.7,6.604,62.69588617,2.734578636,3.70935587,57.02594045
pump_station,102.8,7.239,76.53473509,3.149673097,4.358353643,69.80570584
pump_station,101.3,11.811,221.6882202,6.691717963,10.29706415,205.1955979
pump_station,98.2,4.953,33.55936865,1.756182192,2.238082167,30.26149014
pump_station,95.2,3.048,11.68804395,0.831760919,0.954040472,10.38671092
pump_station,91.1,8.255,101.8058738,3.855369927,5.489032401,93.22240689
pump_station,85.3,11.176,196.6087363,6.146013272,9.344652587,181.6797616
pump_station,84.2,5.334,39.4215721,1.968394463,2.549177475,35.62691802
pump_station,81.1,1.778,3.62413053,0.36280166,0.370220432,3.168846513
pump_station,75.1,4.445,26.52865962,1.486711713,1.850711647,23.84397501
pump_station,66.7,2.032,4.843835809,0.445592118,0.468067181,4.252365566
pump_station,62.3,0.889,0.803944643,0.124820928,0.109592113,0.688448734
pump_station,56.5,7.112,73.64770244,3.065017669,4.224959464,67.13676347
pump_station,49.3,6.477,60.10606108,2.654049771,3.584989022,54.6384154
pump_station,39,3.048,11.68804395,0.831760919,0.954040472,10.38671092
pump_station,33.7,8.255,101.8058738,3.855369927,5.489032401,93.22240689
pump_station,24,2.286,6.256285696,0.534167749,0.575631199,5.511831065
pump_station,19.2,5.207,37.4108979,1.896716712,2.443544506,33.78529794
pump_station,16,6.858,68.05290691,2.898147813,3.963547016,61.96878035
pump_station,13.4,14.859,365.0428868,9.528234514,15.41046404,340.225891
pump_station,11.4,9.271,131.0043784,4.609591854,6.730185087,120.3785452
pump_station,6.6,6.858,68.05290691,2.898147813,3.963547016,61.96878035
pump_station,3.9,1.016,1.074513132,0.153304761,0.138556565,0.923849003
pump_station,2.1,5.842,48.0357898,2.264271345,2.990794506,43.53086175
pump_station_7,1.7,7.493,82.48898469,3.321391996,4.630479386,75.31451049
pump_station_7,2.2,8.763,115.9090532,4.22658377,6.096003139,106.327283
pump_station_7,8.8,9.652,142.9828162,4.904405022,7.223454487,131.5446135
pump_station_7,15.4,18.796,608.2754634,13.68169689,23.28549468,570.9435472
pump_station_7,17.7,10.795,182.3380568,5.826470466,8.792403243,168.3170448
pump_station_7,21.5,8.636,112.2906334,4.132662225,5.941694309,102.9627758
pump_station_7,22.5,18.796,608.2754634,13.68169689,23.28549468,570.9435472
pump_station_7,24.2,15.875,421.4500955,10.54940907,17.3086117,393.5803033
pump_station_7,24.5,24.257,1058.639367,20.26063805,36.44409198,1001.317467
pump_station_7,28.9,18.415,581.8070792,13.25713514,22.46290751,545.7634403
pump_station_7,33.1,14.351,338.4726058,9.031445558,14.49717749,315.1321538
pump_station_7,33.3,19.431,653.8052094,14.39964985,24.68468103,614.2924053
pump_station_7,33.7,31.75,1899.869813,30.66267157,58.47137639,1811.60268
pump_station_7,37,17.653,530.7711129,12.42219122,20.8561111,497.2569247
pump_station_7,44.4,16.637,466.6382859,11.33889379,18.79410051,436.3950616
pump_station_7,48.1,8.001,95.12318035,3.674287585,5.195874828,87.02132796
pump_station_7,48.5,16.383,451.2994928,11.07351712,18.29309013,421.8551843
pump_station_7,50.1,6.223,55.10279403,2.495541223,3.341756014,50.03005868
pump_station_7,50.4,19.939,691.5090472,14.98321409,25.82925339,650.2220079
pump_station_7,56.1,12.573,253.939331,7.367729228,11.49209728,235.4896676
pump_station_7,58.9,15.367,392.6999433,10.03426973,16.34767387,366.3728753
pump_station_7,65.8,6.096,52.68894732,2.417577299,3.222907793,47.80877799
pump_station_7,67.7,13.335,288.5661704,8.066211994,12.74319849,268.0746258
pump_station_7,69.5,12.573,253.939331,7.367729228,11.49209728,235.4896676
pump_station_7,71.3,18.034,555.9730568,12.83728471,21.65309123,521.2021044
pump_station_7,74.7,8.636,112.2906334,4.132662225,5.941694309,102.9627758
pump_station_7,80.4,25.527,1182.757605,21.91636967,39.86117983,1120.433098
pump_station_7,84.6,28.956,1555.299223,26.60903944,49.73757767,1478.938517
pump_station_7,87.3,7.747,88.684669,3.496279594,4.909672183,81.0525335
pump_station_7,94.4,15.875,421.4500955,10.54940907,17.3086117,393.5803033
pump_station_7,96.3,8.001,95.12318035,3.674287585,5.195874828,87.02132796
pump_station_7,97.1,10.795,182.3380568,5.826470466,8.792403243,168.3170448
pump_station_7,98,4.699,29.9326334,1.619482458,2.040437539,26.94846125
pump_station_7,99.8,7.239,76.53473509,3.149673097,4.358353643,69.80570584
pump_station_7,112.5,16.383,451.2994928,11.07351712,18.29309013,421.8551843
pump_station_7,114.2,4.572,28.20293189,1.552599784,1.944578172,25.3702938
pump_station_7,117.2,6.985,70.82048825,2.981173653,4.09335463,64.52452383
pump_station_7,120.7,6.858,68.05290691,2.898147813,3.963547016,61.96878035
pump_station_7,123.3,17.526,522.5105263,12.2848919,20.59331506,489.4116634
pump_station_7,125.7,22.225,875.3958223,17.70786157,31.25346801,825.8205966
pump_station_7,128.6,26.924,1327.902551,23.7896585,43.77127629,1259.946762
pump_station_7,133.7,12.192,237.5183719,7.026874987,10.88751992,220.0580405
pump_station_7,137.1,15.113,378.735169,9.780105385,15.87609094,353.1672729
pump_station_7,140.1,17.78,539.1016725,12.5600243,21.12034081,505.1703527
pump_station_7,142.2,8.001,95.12318035,3.674287585,5.195874828,87.02132796
pump_station_7,146.5,15.748,414.1597406,10.41977824,17.06616312,386.6786432
pump_station_7,152.1,19.558,663.1242582,14.5447787,24.96872888,623.1703202
pump_station_7,152.6,18.034,555.9730568,12.83728471,21.65309123,521.2021044
pump_station_7,156.6,8.636,112.2906334,4.132662225,5.941694309,102.9627758
pump_station_7,157.4,9.906,151.2834666,5.104479067,7.560614739,139.2899903
pump_station_7,161,6.35,57.57509726,2.574368045,3.462452784,52.30652905
pump_station_7,163.1,10.795,182.3380568,5.826470466,8.792403243,168.3170448
pump_station_7,168,28.575,1511.183528,26.07201008,48.59394493,1436.416564
pump_station_7,170.3,13.081,276.7584,7.830925757,12.31998549,256.9567073
pump_station_7,171.8,19.431,653.8052094,14.39964985,24.68468103,614.2924053
pump_station_7,178.1,11.557,211.4614222,6.471486367,9.911326307,195.6017185
pump_station_7,178.6,11.938,226.8994896,6.802798844,10.49230699,210.0867261
pump_station_7,180.8,16.51,458.9343044,11.20593022,18.5428667,429.0914986
pump_station_7,186.5,19.177,635.380454,14.11092573,24.12078914,596.7449969
pump_station_7,191,16.891,482.254124,11.60646464,19.30092906,451.2043511
pump_station_7,195.4,24.384,1070.717482,20.42415442,36.77985768,1012.900627
pump_station_7,197.5,15.494,399.7847606,10.16220645,16.58569128,373.0750388
pump_station_7,199.4,12.827,265.2164193,7.598090754,11.90294189,246.0953936
sag_plus,25,20.50001107,734.4760876,15.63705333,27.11913417,691.2001476
sag_plus,47.2,16.00000864,428.6932333,10.6775547,17.54869553,400.4389004
sag_plus,130.1,34.00001836,2204.565774,34.07080203,65.94257023,2106.475009
sag_plus,145,22.50001215,899.0991315,18.04627648,31.9358343,848.4952611
sag_plus,150,12.00000648,229.4675956,6.857265381,10.58820558,212.4976412
SDW_Council,11.7,26,1230.88666,22.54459833,41.16742047,1166.669941
SDW_Council,15.8,21.5,814.5425143,16.82653906,29.48509551,767.6475935
SDW_Council,18.1,24.5,1081.814107,20.57390991,37.08769926,1023.544113
SDW_Council,20.8,19.5,658.8594836,14.47843612,24.83883263,619.1072105
SDW_Council,22.8,17.5,520.8280037,12.25684936,20.53969132,487.8139441
SDW_Council,25.4,14.5,346.1536049,9.176190343,14.76255967,322.3835994
SDW_Council,30.5,24.5,1081.814106,20.57390991,37.08769925,1023.544113
SDW_Council,34.4,21.5,814.5425143,16.82653906,29.48509551,767.6475935
SDW_Council,38.8,13.5,296.3794003,8.220358522,13.02141219,275.4348583
SDW_Council,40.9,16.5,458.3306305,11.195484,18.52314636,428.5192723
SDW_Council,43.3,19,622.7090542,13.91094251,23.7311625,584.6810568
SDW_Council,45.6,16.5,458.3306305,11.195484,18.52314636,428.5192723
SDW_Council,49.1,19.5,658.8594836,14.47843612,24.83883263,619.1072105
SDW_Council,54.6,19.5,658.8594837,14.47843613,24.83883263,619.1072106
SDW_Council,61.5,15.5,400.1211682,10.16826475,16.59697283,373.3933179
SDW_Council,63.6,28,1445.899883,25.26882618,46.88972664,1373.523054
SDW_Council,66.9,17,489.0405436,11.72195738,19.52020511,457.6423385
SDW_Council,69.2,15.5,400.1211682,10.16826475,16.59697283,373.3933179
SDW_Council,73.2,20,696.1132646,15.05383262,25.96819243,654.6114525
SDW_Council,75.4,20.5,734.4752259,15.63704033,27.11910845,691.1993254
SDW_Council,76.4,18.5,587.6570441,13.35144693,22.64531985,551.3273338
SDW_Council,79.3,12.5,250.747155,7.301983771,11.37517096,232.4887038
SDW_Council,84.3,20.5,734.475226,15.63704033,27.11910845,691.1993255
SDW_Council,88.9,20.5,734.4752259,15.63704033,27.11910845,691.1993254
SDW_Council,91.9,20.5,734.4752259,15.63704033,27.11910845,691.1993254
SDW_Council,95.8,25,1130.351981,21.22377933,38.42722419,1070.117471
SDW_Council,96.6,19,622.7090542,13.91094251,23.7311625,584.6810568
SDW_Council,99.1,12.5,250.747155,7.301983771,11.37517096,232.4887038
SDW_Council,101.3,12.5,250.747155,7.301983771,11.37517096,232.4887038
SDW_Council,102.9,16.5,458.3306305,11.195484,18.52314636,428.5192723
SDW_Council,105.5,25,1130.351981,21.22377933,38.4272242,1070.117471
SDW_Council,106.5,18,553.6984123,12.80004826,21.58144704,519.040264
SDW_Council,107.6,16.5,458.3306305,11.195484,18.52314636,428.5192723
SDW_Council,109.4,15,372.6101201,9.667768337,15.66820505,347.3773139
SDW_Council,110.1,15.5,400.1211681,10.16826474,16.59697283,373.3933178
SDW_Council,111.6,14,320.7454739,8.693671177,13.88022861,298.4051781
SDW_Council,114.6,33,2066.124884,32.54053821,62.57427698,1972.422542
SDW_Council,117.1,15.5,400.1211681,10.16826474,16.59697283,373.3933178
SDW_Council,118.4,22.5,899.0980767,18.04626148,31.93580401,848.4942519
SDW_Council,121.2,23,943.0700556,18.66725912,33.19263487,890.5797523
SDW_Council,122.7,19,622.7090542,13.91094251,23.7311625,584.6810568
SDW_Council,124.1,25.99999999,1230.886659,22.54459833,41.16742046,1166.669941
SDW_Council,126,20.5,734.4752259,15.63704033,27.11910845,691.1993254
SDW_Council,132.5,15,372.6101201,9.667768337,15.66820505,347.3773139
SDW_Council,133.4,38,2807.132202,40.43322793,80.16782389,2691.216406
SDW_Council,144.6,15.5,400.1211682,10.16826475,16.59697283,373.3933179
SDW_Council,150.9,10,154.4195291,5.179230321,7.687066513,142.2178146
SDW_Council,154.7,10.5,171.6861545,5.583189417,8.374794224,158.352239
SDW_Council,164.6,19.5,658.8594836,14.47843612,24.83883263,619.1072105
SDW_Council,192.2,6.5,60.57071402,2.668571145,3.607376664,55.06666965
Toolik_7,3.2,16.764,474.4115288,11.47240591,19.04678887,443.7659778
Toolik_7,7.8,10.795,182.3380568,5.826470466,8.792403243,168.3170448
Toolik_7,17.6,18.796,608.2754634,13.68169689,23.28549468,570.9435472
Toolik_7,24.3,9.017,123.3320811,4.416633021,6.40971654,113.2339252
Toolik_7,28.1,7.239,76.53473509,3.149673097,4.358353643,69.80570584
Toolik_7,32.4,22.733,919.4480441,18.33473042,32.51888792,867.9677092
Toolik_7,34.3,20.32,720.5369576,15.42619133,26.70230364,677.9025125
Toolik_7,36.8,8.89,119.5894844,4.321242326,6.252012534,109.750942
Toolik_7,46.1,28.194,1467.752135,25.5388287,47.46178594,1394.570971
Toolik_7,67.7,7.874,91.87348576,3.584896469,5.051900759,84.00798882
Toolik_7,72.3,16.51,458.9343044,11.20593022,18.5428667,429.0914986
Toolik_7,75.7,20.193,710.789399,15.27803006,26.40989873,668.6056592
Toolik_7,79.8,9.525,138.9271424,4.805423265,7.057363185,127.7624861
Toolik_7,84,18.415,581.8070792,13.25713514,22.46290751,545.7634403
Toolik_7,86.2,11.176,196.6087363,6.146013272,9.344652587,181.6797616
Toolik_7,93.4,4.826,31.71802673,1.687347259,2.13827648,28.57876589
Toolik_7,94,13.462,294.5700032,8.184767544,12.95710948,273.7301253
Toolik_7,94.8,11.303,201.4947957,6.253849964,9.531947018,186.2580858
Toolik_7,95.4,6.731,65.34477,2.815947096,3.835544681,59.46932346
Toolik_7,96.4,18.796,608.2754634,13.68169689,23.28549468,570.9435472
Toolik_7,97.4,16.129,436.2370106,10.81035022,17.79791976,407.5838811
Toolik_7,100,14.732,358.2986821,9.403164731,15.17989178,333.8540002
Toolik_7,101.9,19.812,681.9760977,14.83656233,25.54101725,641.1350304
Toolik_7,116.5,7.747,88.684669,3.496279594,4.909672183,81.0525335
Toolik_7,120.2,17.399,514.3198258,12.14812812,20.33195521,481.6344693
Toolik_7,121.4,7.747,88.684669,3.496279594,4.909672183,81.0525335
Toolik_7,133.5,26.67,1300.83766,23.44506764,43.04864931,1233.915179
Toolik_7,149.4,14.605,351.6223013,9.278675094,14.95081782,327.5478239
Toolik_7,164.6,14.986,371.8550158,9.653882153,15.64253146,346.6636107
Toolik_7,177.7,22.987,941.9124285,18.65102013,33.15969299,889.4714357
Toolik_7,180.8,14.732,358.2986821,9.403164731,15.17989178,333.8540002
Toolik_7,46.3,17.399,514.3198258,12.14812812,20.33195521,481.6344693
toolik_pad_1,1.9,31.623,1883.398902,30.47407654,58.06123865,1795.68057
toolik_pad_1,4.9,27.305,1369.064468,24.30983817,44.86491422,1299.551194
toolik_pad_1,6,24.003,1034.704816,19.93498963,35.77654269,978.3691652
toolik_pad_1,11.2,6.985,70.82048825,2.981173653,4.09335463,64.52452383
toolik_pad_1,13,21.336,801.1047581,16.6293721,29.09124019,754.809663
toolik_pad_1,14.8,18.161,564.5140531,12.97670859,21.92160701,529.3206245
toolik_pad_1,16.8,10.795,182.3380568,5.826470466,8.792403243,168.3170448
toolik_pad_1,18.8,21.717,832.5085292,17.0886734,30.00973471,784.8162255
toolik_pad_1,19.4,9.525,138.9271424,4.805423265,7.057363185,127.7624861
toolik_pad_1,22.4,11.303,201.4947957,6.253849964,9.531947018,186.2580858
toolik_pad_1,23.3,19.177,635.380454,14.11092573,24.12078914,596.7449969
toolik_pad_1,26.6,18.415,581.8070792,13.25713514,22.46290751,545.7634403
toolik_pad_1,30.9,21.082,780.5305218,16.32561473,28.485752,735.159598
toolik_pad_1,36.6,19.304,644.5573015,14.25503168,24.4020337,605.4839949
toolik_pad_1,37.2,20.828,760.2448791,16.02382477,27.88575563,715.792181
toolik_pad_1,38.6,17.653,530.7711129,12.42219122,20.8561111,497.2569247
toolik_pad_1,40.9,15.875,421.4500955,10.54940907,17.3086117,393.5803033
toolik_pad_1,41.8,27.305,1369.064468,24.30983817,44.86491422,1299.551194
toolik_pad_1,42.2,19.939,691.5090472,14.98321409,25.82925339,650.2220079
toolik_pad_1,42.6,16.256,443.7337591,10.94165646,18.04477356,414.6860138
toolik_pad_1,47.3,16.002,428.809154,10.67960042,17.55253154,400.54868
toolik_pad_1,49.4,23.368,976.1584259,19.12899647,34.1309784,922.2665588
toolik_pad_1,51.2,10.795,182.3380568,5.826470466,8.792403243,168.3170448
toolik_pad_1,53.4,16.129,436.2370106,10.81035022,17.79791976,407.5838811
toolik_pad_1,56.6,16.256,443.7337591,10.94165646,18.04477356,414.6860138
toolik_pad_1,58.1,20.32,720.5369576,15.42619133,26.70230364,677.9025125
toolik_pad_1,61.5,15.367,392.6999433,10.03426973,16.34767387,366.3728753
toolik_pad_1,64.4,21.59,821.9681847,16.93508604,29.70220421,774.7430625
toolik_pad_1,65.7,27.051,1341.547852,23.96261355,44.13453076,1273.073894
toolik_pad_1,66.6,22.225,875.3958223,17.70786157,31.25346801,825.8205966
toolik_pad_1,80.6,16.764,474.4115288,11.47240591,19.04678887,443.7659778
toolik_pad_1,83.8,23.876,1022.848246,19.77285982,35.4447625,967.0038689
toolik_pad_1,84.6,19.177,635.380454,14.11092573,24.12078914,596.7449969
toolik_pad_1,86.5,14.224,331.9990865,8.908710386,14.27261754,309.0224272
toolik_pad_1,90.8,20.574,740.2472273,15.72401323,27.29126735,696.7067192
toolik_pad_1,98.3,20.447,730.3562079,15.57485287,26.99609388,687.2695029
toolik_pad_1,106.6,16.51,458.9343044,11.20593022,18.5428667,429.0914986
toolik_pad_1,107.2,16.129,436.2370106,10.81035022,17.79791976,407.5838811
toolik_pad_1,115.1,15.748,414.1597406,10.41977824,17.06616312,386.6786432
toolik_pad_1,116.7,6.096,52.68894732,2.417577299,3.222907793,47.80877799
toolik_pad_1,118.2,18.542,590.5592777,13.39813445,22.73568742,554.0879291
toolik_pad_1,122.5,15.24,385.6834454,9.906901979,16.11113942,359.7369904
toolik_pad_1,127.1,24.765,1107.395984,20.91745889,37.79509871,1048.087067
toolik_pad_1,138.7,16.129,436.2370106,10.81035022,17.79791976,407.5838811
toolik_pad_1,154.5,19.304,644.5573015,14.25503168,24.4020337,605.4839949
toolik_pad_1,154.9,18.161,564.5140531,12.97670859,21.92160701,529.3206245
toolik_pad_1,162.6,19.177,635.380454,14.11092573,24.12078914,596.7449969
toolik_pad_1,163.5,20.193,710.789399,15.27803006,26.40989873,668.6056592
toolik_pad_1,169.2,14.478,345.0136432,9.15476792,14.72324532,321.3072471
toolik_pad_1,174.7,32.004,1933.043974,31.04108277,59.29537826,1843.677278
toolik_pad_1,175,22.225,875.3958223,17.70786157,31.25346801,825.8205966
toolik_pad_1,179.3,25.781,1208.474009,22.25295391,40.56037383,1145.135278
toolik_pad_1,182.3,20.066,701.1134549,15.13037049,26.11888127,659.3788542
toolik_pad_1,185.6,6.096,52.68894732,2.417577299,3.222907793,47.80877799
toolik_pad_1,188.4,22.479,897.2760307,18.02034094,31.88347466,846.7509803
toolik_pad_1,190,19.304,644.5573015,14.25503168,24.4020337,605.4839949
toolik_pad_1,194.6,20.828,760.2448791,16.02382477,27.88575563,715.792181
toolik_pad_1,196.9,11.303,201.4947957,6.253849964,9.531947018,186.2580858
toolik_pad_1,198.3,16.256,443.7337591,10.94165646,18.04477356,414.6860138
toolik_pad_mid,1,15.367,392.6999433,10.03426973,16.34767387,366.3728753
toolik_pad_mid,2,23.749,1011.06539,19.61119445,35.11431424,955.7110385
toolik_pad_mid,11,19.558,663.1242582,14.5447787,24.96872888,623.1703202
toolik_pad_mid,14.3,10.287,164.2098119,5.409804147,8.078721223,151.3632348
toolik_pad_mid,19.7,21.844,843.1213924,17.24274593,30.31862827,794.9604766
toolik_pad_mid,20.4,7.239,76.53473509,3.149673097,4.358353643,69.80570584
toolik_pad_mid,21,6.604,62.69588617,2.734578636,3.70935587,57.02594045
toolik_pad_mid,23.2,20.574,740.2472273,15.72401323,27.29126735,696.7067192
toolik_pad_mid,24.2,29.337,1600.100784,27.14989338,50.89264718,1522.138647
toolik_pad_mid,30.2,12.827,265.2164193,7.598090754,11.90294189,246.0953936
toolik_pad_mid,31.8,13.97,319.2541875,8.665011284,13.82803447,296.9986031
toolik_pad_mid,35.9,14.732,358.2986821,9.403164731,15.17989178,333.8540002
toolik_pad_mid,40.1,27.94,1439.17726,25.18552399,46.71340614,1367.048759
toolik_pad_mid,45.4,15.367,392.6999433,10.03426973,16.34767387,366.3728753
toolik_pad_mid,47.2,12.319,242.9262227,7.139864079,11.08748193,225.138496
toolik_pad_mid,51.8,15.875,421.4500955,10.54940907,17.3086117,393.5803033
toolik_pad_mid,61.3,17.907,547.5022918,12.69838937,21.38600168,513.1520464
toolik_pad_mid,65.1,6.477,60.10606108,2.654049771,3.584989022,54.6384154
toolik_pad_mid,66,12.827,265.2164193,7.598090754,11.90294189,246.0953936
toolik_pad_mid,74.3,14.859,365.0428868,9.528234514,15.41046404,340.225891
toolik_pad_mid,81.7,10.541,173.145897,5.616783513,8.432310831,159.7173269
toolik_pad_mid,85,15.113,378.735169,9.780105385,15.87609094,353.1672729
toolik_pad_mid,92.2,9.398,134.9343783,4.707150742,6.892938231,124.0405178
toolik_pad_mid,95.8,6.731,65.34477,2.815947096,3.835544681,59.46932346
toolik_pad_mid,100.4,14.224,331.9990865,8.908710386,14.27261754,309.0224272
toolik_pad_mid,103.7,15.748,414.1597406,10.41977824,17.06616312,386.6786432
toolik_pad_mid,110.8,7.493,82.48898469,3.321391996,4.630479386,75.31451049
toolik_pad_mid,124.7,3.81,18.97910054,1.172665503,1.411770466,16.97953921
toolik_pad_mid,125.1,26.035,1234.489197,22.59133138,41.26479679,1170.131863
toolik_pad_mid,125.9,6.604,62.69588617,2.734578636,3.70935587,57.02594045
toolik_pad_mid,128,14.097,325.5929817,8.786564814,14.04956877,302.9779498
toolik_pad_mid,145,11.938,226.8994896,6.802798844,10.49230699,210.0867261
toolik_pad_mid,187.3,14.732,358.2986821,9.403164731,15.17989178,333.8540002
toolik_pad_mid,199.8,9.525,138.9271424,4.805423265,7.057363185,127.7624861
PL_DL_1,2.3,17.5,520.8280037,12.25684936,20.53969132,487.8139441
PL_DL_1,23.1,16,428.6927304,10.67754582,17.54867889,400.4384241
PL_DL_1,43.8,11.25,199.4478609,6.208767363,9.453590204,184.3398824
PL_DL_1,48.2,14,320.7454739,8.693671178,13.88022861,298.4051781
PL_DL_1,51.5,13.75,308.4325826,8.455854505,13.4478682,286.7944629
PL_DL_1,58,16.5,458.3306305,11.195484,18.52314636,428.5192723
PL_DL_1,59,20.45,730.5890261,15.5783706,27.00305054,687.4916191
PL_DL_1,60.3,17.25,504.7992396,11.98835814,20.02715479,472.5966846
PL_DL_1,62.8,18.8,608.5567197,13.68617906,23.29419828,571.2111967
PL_DL_1,63.8,14.25,333.3188825,8.933789354,14.31846754,310.2679218
PL_DL_1,65.1,18.85,612.0783444,13.74224962,23.40311144,574.5625952
PL_DL_1,75.1,15.25,386.2334499,9.916910248,16.12971033,360.2570997
PL_DL_1,75.8,14.25,333.3188825,8.933789354,14.31846754,310.2679218
PL_DL_1,83.6,15,372.6101201,9.667768337,15.66820505,347.3773139
PL_DL_1,89.2,22,856.2570212,17.43266246,30.6999192,807.5185457
PL_DL_1,92.5,17.75,537.1275069,12.52741724,21.05779514,503.2948844
PL_DL_1,95,21,773.9500973,16.2279709,28.29145131,728.8762629
PL_DL_1,100,16.5,458.3306305,11.195484,18.52314636,428.5192723
PL_DL_1,106.2,16,428.6927304,10.67754582,17.54867889,400.4384241
PL_DL_1,136.1,19.35,647.8987253,14.30735398,24.50424799,608.6664204
PL_DL_1,148.9,21.5,814.5425142,16.82653906,29.48509551,767.6475934
PL_DL_2,11.9,19.5,658.8594836,14.47843612,24.83883263,619.1072106
