MATLAB ID,Garden,Source,Cluster,Tussock,OTC (Y/N),TAG#,2016 NumOld,2016 NumNew,2016 LL1 (mm),2016 LL1 (cm),2016 LL2 (mm),2016 LL2 (cm),2016 Total Leaf Count,2016 LL1+LL2,2016 Index,2016 Leaf Area,2016 Stage Class,2016 Comment,Garden,Pop,Clstr,Tussock,OTC (Y/N),TAG#,2017 NumOld,2017 NumNew,2017 LL1 (mm),2017 LL1 (cm),2017 LL2 (mm),2017 LL2 (cm),2017 Total Leaf Count,2017 LL1+LL2,2017 Index,2017 Leaf Area,2017 Stage Class,2017 Comment,2017 Flower (y/n),2017 Type (1-3) 1=dead,2017 # S0 (current yr new),2017 # S1 (last yr new)?
245,CF,SAG,9,B,N,2157,2,2,106,10.6,175,17.5,4,28.1,112.4,521.6820597,5,,CF,SAG,9,B,N,2157,2,2,182,18.2,161,16.1,4,34.3,137.2,619.579893,5,,n,2,0,1
246,CF,SAG,9,B,N,2158,1,2,96,9.6,129,12.9,3,22.5,67.5,326.8995346,3,,CF,SAG,9,B,N,2158,1,3,136,13.6,162,16.2,4,29.8,119.2,549.2110293,5,,n,2,0,0
247,CF,SAG,9,B,N,2159,2,0,90,9,75,7.5,2,16.5,33,161.8807199,2,,CF,SAG,9,B,N,2159,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
248,CF,SAG,9,B,N,2160,1,3,196,19.6,120,12,4,31.6,126.4,577.7943962,5,,CF,SAG,9,B,N,2160,1,2,110,11,160,16,3,27,81,387.8402687,4,,n,2,0,0
249,CF,SAG,9,B,N,2161,2,2,105,10.5,142,14.2,4,24.7,98.8,465.0691526,4,,CF,SAG,9,B,N,2161,2,1,125,12.5,136,13.6,3,26.1,78.3,375.8155549,4,"flower bud. recorder put as class ""1"" but that can't be right.  must be class 3",n,3,1,3
250,CF,SAG,9,B,N,2162,2,1,140,14,127,12.7,3,26.7,80.1,383.8411104,4,,CF,SAG,9,B,N,2162,2,1,48,4.8,115,11.5,3,16.3,48.9,239.5904033,3,,n,2,0,0
251,CF,SAG,9,B,N,2163,1,1,99,9.9,125,12.5,2,22.4,44.8,219.8232126,3,,CF,SAG,9,B,N,2163,0,1,122,12.2,,0,1,12.2,12.2,55.94436553,2,,n,2,0,0
252,CF,SAG,9,B,N,2164,2,2,97,9.7,131,13.1,4,22.8,91.2,432.5294987,4,,CF,SAG,9,B,N,2164,2,2,135,13.5,154,15.4,4,28.9,115.6,534.701435,5,,n,2,0,1
253,CF,SAG,9,B,N,2166,2,3,105,10.5,113,11.3,5,21.8,109,507.7232039,5,,CF,SAG,9,B,N,2166,1,2,70,7,138,13.8,3,20.8,62.4,303.3458177,3,1 old,n,2,0,0
254,CF,SAG,9,B,N,2168,2,2,97,9.7,141,14.1,4,23.8,95.2,449.73634,4,,CF,SAG,9,B,N,2168,2,2,127,12.7,47,4.7,4,17.4,69.6,336.5133809,4,,n,2,0,0
255,CF,SAG,9,B,N,2169,2,1,62,6.2,123,12.3,3,18.5,55.5,271.014955,3,,CF,SAG,9,B,N,2169,1,2,68,6.8,125,12.5,3,19.3,57.9,282.3210032,3,,n,2,0,0
256,CF,SAG,9,B,N,2170,2,0,81,8.1,78,7.8,2,15.9,31.8,155.9008297,2,,CF,SAG,9,B,N,2170,1,0,65,6.5,,0,1,6.5,6.5,26.06714003,2,,n,2,0,0
257,CF,SAG,9,B,N,2172,2,2,116,11.6,180,18,4,29.6,118.4,545.9992295,5,,CF,SAG,9,B,N,2172,2,2,115,11.5,155,15.5,4,27,108,503.5929974,5,,n,2,0,0
258,CF,SAG,9,B,N,2173,2,1,80,8,55,5.5,3,13.5,40.5,198.889327,2,,CF,SAG,9,B,N,2173,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
259,CF,SAG,9,B,N,2174,1,2,132,13.2,96,9.6,3,22.8,68.4,331.0258075,3,,CF,SAG,9,B,N,2174,1,2,140,14,110,11,3,25,75,361.0077095,4,,n,2,0,0
260,CF,SAG,9,C,N,5116,2,0,55,5.5,90,9,2,14.5,29,141.8849799,2,,CF,SAG,9,C,N,5116,0,0,0,0,0,0,0,0,0,-8.447833,6,"dead. recorder coded class as ""2"", but in reality it should be dead (class 1)",n,1,0,0
261,CF,SAG,9,C,N,5119,1,2,110,11,105,10.5,3,21.5,64.5,313.0797166,3,,CF,SAG,9,C,N,5119,1,3,139,13.9,98,9.8,4,23.7,94.8,448.0237266,4,,n,2,0,0
262,CF,SAG,9,C,N,5121,2,1,80,8,66,6.6,3,14.6,43.8,214.9733627,3,,CF,SAG,9,C,N,5121,1,1,86,8.6,44,4.4,2,13,26,126.7704762,2,,n,2,0,0
263,CF,SAG,9,C,N,5122,1,2,77,7.7,96,9.6,3,17.3,51.9,253.9348212,3,,CF,SAG,9,C,N,5122,1,0,80,8,,0,1,8,8,33.9648774,2,,n,2,0,0
264,CF,SAG,9,C,N,5123,2,1,52,5.2,80,8,3,13.2,39.6,194.4815861,2,,CF,SAG,9,C,N,5123,1,2,114,11.4,57,5.7,3,17.1,51.3,251.0740084,3,loose tag,n,2,0,0
265,CF,SAG,9,C,N,5124,2,1,78,7.8,70,7,3,14.8,44.4,217.8846178,3,,CF,SAG,9,C,N,5124,1,1,62,6.2,29,2.9,2,9.1,18.2,87.00062665,2,,n,2,0,0
266,CF,SAG,9,C,N,5126,2,2,96,9.6,90,9,4,18.6,74.4,358.302259,4,,CF,SAG,9,C,N,5126,1,2,102,10.2,113,11.3,3,21.5,64.5,313.0797166,3,,n,2,0,2
267,CF,SAG,9,C,N,5127,2,2,95,9.5,134,13.4,4,22.9,91.6,434.2582536,4,,CF,SAG,9,C,N,5127,1,0,71,7.1,,0,1,7.1,7.1,29.22926151,2,,n,2,0,0
268,CF,SAG,9,C,N,5129,1,1,90,9,55,5.5,2,14.5,29,141.8849799,2,,CF,SAG,9,C,N,5129,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,1
269,CF,SAG,9,C,N,5130,2,1,74,7.4,106,10.6,3,18,54,263.9158874,3,,CF,SAG,9,C,N,5130,1,2,132,13.2,70,7,3,20.2,60.6,294.9631307,3,,n,2,0,0
270,CF,SAG,9,C,N,5132,1,1,92,9.2,75,7.5,2,16.7,33.4,163.8704296,2,,CF,SAG,9,C,N,5132,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
271,CF,SAG,9,C,N,5133,2,1,80,8,95,9.5,3,17.5,52.5,256.7915986,3,,CF,SAG,9,C,N,5133,1,1,101,10.1,72,7.2,2,17.3,34.6,169.8287978,2,,n,3,1,0
272,CF,SAG,9,C,N,5134,2,2,100,10,85,8.5,4,18.5,74,356.4963834,4,,CF,SAG,9,C,N,5134,1,2,120,12,89,8.9,3,20.9,62.7,304.7394012,3,,n,2,0,0
273,CF,SAG,9,A,N,7079,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,0,0
274,CF,SAG,9,A,N,7080,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
275,CF,SAG,9,A,N,7081,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
276,CF,SAG,9,A,N,7082,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
277,CF,SAG,9,A,N,7083,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,0,0
278,CF,SAG,9,A,N,7084,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
279,CF,SAG,9,A,N,7085,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
280,CF,SAG,9,B,N,7086,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
281,CF,SAG,9,B,N,7087,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
282,CF,SAG,9,B,N,7088,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
283,CF,SAG,9,B,N,7089,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
284,CF,SAG,9,B,N,7090,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,0,0
285,CF,SAG,9,B,N,7091,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,0,0
286,CF,SAG,9,C,N,7092,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,5,,,,0,0
287,CF,SAG,9,C,N,7093,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,5,,,,0,0
288,CF,SAG,9,C,N,7094,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
289,CF,TL,6,A,N,108,1,3,62,6.2,105,10.5,4,16.7,66.8,323.683934,3,,CF,TL,6,A,N,108,1,3,66,6.6,115,11.5,4,18.1,72.4,349.2549461,4,loose tag,n,2,0,0
290,CF,TL,6,A,N,111,1,3,72,7.2,101,10.1,4,17.3,69.2,334.6859833,4,,CF,TL,6,A,N,111,1,3,125,12.5,129,12.9,4,25.4,101.6,476.8942372,5,,n,2,0,2
291,CF,TL,6,A,N,119,1,2,81,8.1,117,11.7,3,19.8,59.4,289.3544959,3,,CF,TL,6,A,N,119,1,2,110,11,130,13,3,24,72,347.440103,4,,n,2,0,0
292,CF,TL,6,A,N,123,0,5,117,11.7,126,12.6,5,24.3,121.5,558.404992,5,,CF,TL,6,A,N,123,2,4,146,14.6,120,12,6,26.6,159.6,702.0780053,5,,n,3,1,2
293,CF,TL,6,A,N,134,0,3,104,10.4,115,11.5,3,21.9,65.7,318.61975,3,,CF,TL,6,A,N,134,1,3,136,13.6,95,9.5,4,23.1,92.4,437.7103829,4,loose tag,n,2,0,0
294,CF,TL,6,A,N,143,1,1,71,7.1,102,10.2,2,17.3,34.6,169.8287978,2,,CF,TL,6,A,N,143,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
295,CF,TL,6,A,N,152,0,5,123,12.3,138,13.8,5,26.1,130.5,593.81137,5,,CF,TL,6,A,N,152,2,3,150,15,143,14.3,5,29.3,146.5,654.514162,5,,n,2,0,0
296,CF,TL,6,A,N,161,1,4,100,10,151,15.1,5,25.1,125.5,574.253254,5,,CF,TL,6,A,N,161,2,3,101,10.1,149,14.9,5,25,125,572.2820295,5,,n,2,0,0
297,CF,TL,6,A,N,184,0,4,90,9,146,14.6,4,23.6,94.4,446.3093198,4,,CF,TL,6,A,N,184,1,4,140,14,134,13.4,5,27.4,137,618.8179695,5,check in lab,n,2,0,2
298,CF,TL,6,A,N,190,1,3,74,7.4,125,12.5,4,19.9,79.6,381.6154325,4,,CF,TL,6,A,N,190,1,3,147,14.7,146,14.6,4,29.3,117.2,541.1680786,5,,n,2,0,0
299,CF,TL,6,A,N,272,1,3,104,10.4,156,15.6,4,26,104,486.9600774,5,,CF,TL,6,A,N,272,1,2,89,8.9,86,8.6,3,17.5,52.5,256.7915986,3,,n,2,0,1
300,CF,TL,6,A,N,1105,0,4,67,6.7,69,6.9,4,13.6,54.4,265.8114382,3,,CF,TL,6,A,N,1105,1,3,112,11.2,94,9.4,4,20.6,82.4,394.0431345,4,,n,3,1,2
301,CF,TL,6,A,N,1166,1,2,49,4.9,73,7.3,3,12.2,36.6,179.7235413,2,,CF,TL,6,A,N,1166,1,2,121,12.1,55,5.5,3,17.6,52.8,258.2184741,3,,n,2,0,0
302,CF,TL,6,A,N,1169,1,3,54,5.4,81,8.1,4,13.5,54,263.9158874,3,,CF,TL,6,A,N,1169,2,2,80,8,128,12.8,4,20.8,83.2,397.577765,4,,n,2,0,0
303,CF,TL,6,B,N,2315,0,3,108,10.8,139,13.9,3,24.7,74.1,356.9480204,4,,CF,TL,6,B,N,2315,3,2,147,14.7,121,12.1,5,26.8,134,607.3353114,5,,n,2,0,1
304,CF,TL,6,B,N,2316,0,3,65,6.5,114,11.4,3,17.9,53.7,262.4930473,3,,CF,TL,6,B,N,2316,1,3,141,14.1,113,11.3,4,25.4,101.6,476.8942372,5,,n,2,0,0
305,CF,TL,6,B,N,2317,1,2,128,12.8,122,12.2,3,25,75,361.0077095,4,,CF,TL,6,B,N,2317,1,1,140,14,162,16.2,2,30.2,60.4,294.0294792,3,loose tag,n,2,0,0
306,CF,TL,6,B,N,2318,0,3,54,5.4,116,11.6,3,17,51,249.6420887,3,,CF,TL,6,B,N,2318,2,2,121,12.1,68,6.8,4,18.9,75.6,363.7091246,4,,n,2,0,1
307,CF,TL,6,B,N,2319,0,2,82,8.2,107,10.7,2,18.9,37.8,185.6388654,2,,CF,TL,6,B,N,2319,1,2,98,9.8,122,12.2,3,22,66,320.0022362,3,,n,2,0,0
308,CF,TL,6,B,N,2320,1,2,102,10.2,132,13.2,3,23.4,70.2,339.2511145,4,,CF,TL,6,B,N,2320,1,2,165,16.5,95,9.5,3,26,78,374.4744314,4,,n,2,0,0
309,CF,TL,6,B,N,2322,0,3,101,10.1,151,15.1,3,25.2,75.6,363.7091246,4,,CF,TL,6,B,N,2322,1,2,154,15.4,146,14.6,3,30,90,427.332473,4,,n,2,0,0
310,CF,TL,6,B,N,2323,1,4,145,14.5,215,21.5,5,36,180,772.316639,5,,CF,TL,6,B,N,2323,2,3,182,18.2,204,20.4,5,38.6,193,814.6429919,5,,n,3,1,1
311,CF,TL,6,B,N,2324,1,3,129,12.9,182,18.2,4,31.1,124.4,569.912861,5,,CF,TL,6,B,N,2324,2,2,144,14.4,174,17.4,4,31.8,127.2,580.9344558,5,,n,2,0,0
312,CF,TL,6,B,N,2325,0,4,101,10.1,147,14.7,4,24.8,99.2,466.7638309,5,,CF,TL,6,B,N,2325,2,2,200,20,155,15.5,4,35.5,142,637.731545,5,,n,2,0,0
313,CF,TL,6,B,N,2326,1,3,59,5.9,138,13.8,4,19.7,78.8,378.048519,4,,CF,TL,6,B,N,2326,2,2,104,10.4,94,9.4,4,19.8,79.2,379.8328725,4,,n,2,0,0
314,CF,TL,6,B,N,2328,1,3,125,12.5,158,15.8,4,28.3,113.2,524.9476646,5,,CF,TL,6,B,N,2328,2,3,129,12.9,173,17.3,5,30.2,151,671.0697887,5,,n,2,0,1
315,CF,TL,6,B,N,2329,0,3,89,8.9,119,11.9,3,20.8,62.4,303.3458177,3,,CF,TL,6,B,N,2329,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
316,CF,TL,6,B,N,2330,1,4,102,10.2,174,17.4,5,27.6,138,622.6231034,5,,CF,TL,6,B,N,2330,2,2,143,14.3,120,12,4,26.3,105.2,491.9687852,5,,n,2,0,1
317,CF,TL,6,B,N,2331,0,4,70,7,81,8.1,4,15.1,60.4,294.0294792,3,,CF,TL,6,B,N,2331,1,0,121,12.1,0,0,1,12.1,12.1,55.42334231,2,,n,2,0,1
318,CF,TL,6,B,N,2332,1,4,152,15.2,172,17.2,5,32.4,162,710.583497,5,,CF,TL,6,B,N,2332,2,3,150,15,134,13.4,5,28.4,142,637.731545,5,,n,2,0,2
319,CF,TL,6,B,N,2333,1,2,68,6.8,134,13.4,3,20.2,60.6,294.9631307,3,,CF,TL,6,B,N,2333,1,2,79,7.9,97,9.7,3,17.6,52.8,258.2184741,3,,n,2,0,1
320,CF,TL,6,B,N,2334,1,2,120,12,186,18.6,3,30.6,91.8,435.1219585,4,,CF,TL,6,B,N,2334,2,2,135,13.5,115,11.5,4,25,100,470.147807,5,,n,2,0,0
321,CF,TL,6,C,N,5061,2,2,96,9.6,138,13.8,4,23.4,93.6,442.8751255,4,,CF,TL,6,C,N,5061,2,1,109,10.9,60,6,3,16.9,50.7,248.2091602,3,,n,2,0,0
322,CF,TL,6,C,N,5062,1,3,53,5.3,98,9.8,4,15.1,60.4,294.0294792,3,,CF,TL,6,C,N,5062,2,0,56,5.6,40,4,2,9.6,19.2,92.13743727,2,,n,2,0,0
323,CF,TL,6,C,N,5063,1,2,120,12,126,12.6,3,24.6,73.8,355.5927731,4,,CF,TL,6,C,N,5063,1,1,95,9.5,21,2.1,2,11.6,23.2,112.5725858,2,,n,2,0,0
324,CF,TL,6,C,N,5065,2,3,112,11.2,135,13.5,5,24.7,123.5,566.3515418,5,,CF,TL,6,C,N,5065,2,1,100,10,74,7.4,3,17.4,52.2,255.3637143,3,,n,2,0,0
325,CF,TL,6,C,N,5066,1,3,61,6.1,101,10.1,4,16.2,64.8,314.4662382,3,,CF,TL,6,C,N,5066,1,2,80,8,78,7.8,3,15.8,47.4,232.3803626,3,loose tag,n,2,0,0
326,CF,TL,6,C,N,5067,1,3,90,9,115,11.5,4,20.5,82,392.273129,4,,CF,TL,6,C,N,5067,1,2,95,9.5,70,7,3,16.5,49.5,242.4673576,3,,n,2,0,0
327,CF,TL,6,C,N,5068,1,2,42,4.2,68,6.8,3,11,33,161.8807199,2,,CF,TL,6,C,N,5068,0,1,58,5.8,0,0,1,5.8,5.8,22.37289801,2,,n,2,0,0
328,CF,TL,6,C,N,5069,2,2,46,4.6,89,8.9,4,13.5,54,263.9158874,3,,CF,TL,6,C,N,5069,2,1,105,10.5,70,7,3,17.5,52.5,256.7915986,3,,n,2,0,0
329,CF,TL,6,C,N,5070,1,4,117,11.7,127,12.7,5,24.4,122,560.395833,5,,CF,TL,6,C,N,5070,2,3,155,15.5,134,13.4,5,28.9,144.5,647.0832446,5,,n,3,1,3
330,CF,TL,6,C,N,5071,1,2,72,7.2,116,11.6,3,18.8,56.4,275.2622894,3,,CF,TL,6,C,N,5071,1,1,74,7.4,31,3.1,2,10.5,21,101.3554487,2,,n,2,0,0
331,CF,TL,6,C,N,5073,1,1,45,4.5,91,9.1,2,13.6,27.2,132.8283838,2,,CF,TL,6,C,N,5073,1,1,38,3.8,55,5.5,2,9.3,18.6,89.05669603,2,,n,2,0,0
332,CF,TL,6,C,N,5074,1,3,78,7.8,122,12.2,4,20,80,383.396199,4,,CF,TL,6,C,N,5074,2,2,90,9,79,7.9,4,16.9,67.6,327.3584578,3,loose tag,n,2,0,1
333,CF,TL,6,C,N,5075,1,1,56,5.6,133,13.3,2,18.9,37.8,185.6388654,2,,CF,TL,6,C,N,5075,0,1,76,7.6,,0,1,7.6,7.6,31.86128017,2,,n,2,0,0
334,CF,TL,6,C,N,5076,1,3,85,8.5,144,14.4,4,22.9,91.6,434.2582536,4,,CF,TL,6,C,N,5076,1,2,74,7.4,59,5.9,3,13.3,39.9,195.9518419,2,,n,2,0,0
335,CF,TL,6,C,N,5077,2,1,60,6,95,9.5,3,15.5,46.5,228.042232,3,,CF,TL,6,C,N,5077,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
336,CF,TL,6,A,N,7095,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
337,CF,TL,6,A,N,7096,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
338,CF,TL,6,A,N,7097,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
339,CF,TL,6,A,N,7098,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
340,CF,TL,6,A,N,7099,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
341,CF,TL,6,A,N,7100,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,0,0
342,CF,TL,6,A,N,7101,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,0,0
343,CF,TL,6,A,N,7102,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,0,0
344,CF,TL,6,A,N,7103,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
345,CF,TL,6,B,N,7104,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,0,0
346,CF,TL,6,B,N,7105,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
347,CF,TL,6,B,N,7106,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,0,0
348,CF,TL,6,B,N,7107,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
349,CF,TL,6,B,N,7108,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
350,CF,TL,6,B,N,7109,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
351,CF,TL,6,B,N,7110,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,0,0
352,CF,TL,6,B,N,7111,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
353,CF,TL,6,B,N,7112,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,0,0
354,CF,TL,6,C,N,7113,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,0,0
355,CF,TL,6,C,N,7114,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
356,CF,TL,6,C,N,7115,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
357,CF,TL,6,C,N,7116,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,0,0
358,CF,TL,7,A,N,5098,2,2,96,9.6,140,14,4,23.6,94.4,446.3093198,4,,CF,TL,7,A,N,5098,2,3,143,14.3,153,15.3,5,29.6,148,660.0579254,5,,n,3,1,0
359,CF,TL,7,A,N,5099,0,2,80,8,109,10.9,2,18.9,37.8,185.6388654,2,,CF,TL,7,A,N,5099,2,4,142,14.2,190,19,6,33.2,199.2,834.1622229,5,,n,3,1,0
360,CF,TL,7,A,N,5100,2,3,124,12.4,135,13.5,5,25.9,129.5,589.9221656,5,,CF,TL,7,A,N,5100,2,1,68,6.8,134,13.4,3,20.2,60.6,294.9631307,3,,n,2,0,1
361,CF,TL,7,A,N,5101,1,2,144,14.4,186,18.6,3,33,99,465.9167159,4,,CF,TL,7,A,N,5101,1,2,101,10.1,158,15.8,3,25.9,77.7,373.132299,4,,n,2,0,1
362,CF,TL,7,A,N,5103,1,3,116,11.6,166,16.6,4,28.2,112.8,523.3157589,5,,CF,TL,7,A,N,5103,2,2,135,13.5,168,16.8,4,30.3,121.2,557.2091423,5,check first year again.,n,3,2,2
363,CF,TL,7,A,N,5104,1,3,150,15,176,17.6,4,32.6,130.4,593.422954,5,,CF,TL,7,A,N,5104,2,4,165,16.5,194,19.4,6,35.9,215.4,883.1302509,5,,n,3,2,1
364,CF,TL,7,A,N,5105,1,3,130,13,155,15.5,4,28.5,114,528.2060954,5,,CF,TL,7,A,N,5105,2,4,161,16.1,168,16.8,6,32.9,197.4,828.5397386,5,tag loose,n,3,1,2
365,CF,TL,7,A,N,5106,1,3,170,17,200,20,4,37,148,660.0579254,5,,CF,TL,7,A,N,5106,2,4,208,20.8,234,23.4,6,44.2,265.2,1015.240068,5,"1 clipped, 6 total",n,3,1,1
366,CF,TL,7,A,N,5108,2,2,91,9.1,120,12,4,21.1,84.4,402.8662594,4,,CF,TL,7,A,N,5108,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
367,CF,TL,7,A,N,5110,1,2,134,13.4,155,15.5,3,28.9,86.7,412.9574225,4,,CF,TL,7,A,N,5110,2,4,181,18.1,200,20,6,38.1,228.6,920.8550536,5,,n,3,1,1
368,CF,TL,7,A,N,5111,1,2,66,6.6,108,10.8,3,17.4,52.2,255.3637143,3,,CF,TL,7,A,N,5111,1,3,96,9.6,134,13.4,4,23,92,435.985215,4,tag loose,n,3,1,0
369,CF,TL,7,A,N,5112,1,2,111,11.1,146,14.6,3,25.7,77.1,370.4450077,4,,CF,TL,7,A,N,5112,2,3,110,11,169,16.9,5,27.9,139.5,628.3097866,5,,n,3,2,0
370,CF,TL,7,A,N,5113,1,3,115,11.5,116,11.6,4,23.1,92.4,437.7103829,4,,CF,TL,7,A,N,5113,1,4,161,16.1,168,16.8,5,32.9,164.5,719.3747266,5,,n,2,0,1
371,CF,TL,7,A,N,5114,1,3,125,12.5,145,14.5,4,27,108,503.5929974,5,,CF,TL,7,A,N,5114,3,3,186,18.6,220,22,6,40.6,243.6,961.3533595,5,tag loose,n,3,1,2
372,CF,TL,7,A,N,5115,0,3,102,10.2,133,13.3,3,23.5,70.5,340.618468,4,,CF,TL,7,A,N,5115,1,4,148,14.8,169,16.9,5,31.7,158.5,698.1580768,5,"tag loose, but fine",n,2,0,1
373,CF,TL,7,B,N,2022,1,3,114,11.4,136,13.6,4,25,100,470.147807,5,,CF,TL,7,B,N,2022,1,4,108,10.8,116,11.6,5,22.4,112,520.046567,5,,n,2,0,1
374,CF,TL,7,B,N,2023,1,3,143,14.3,161,16.1,4,30.4,121.6,558.8033844,5,,CF,TL,7,B,N,2023,1,3,137,13.7,149,14.9,4,28.6,114.4,529.8326206,5,,n,2,0,1
375,CF,TL,7,B,N,2024,1,3,147,14.7,105,10.5,4,25.2,100.8,473.5246091,5,,CF,TL,7,B,N,2024,1,3,85,8.5,102,10.2,4,18.7,74.8,360.106341,4,,n,2,0,0
376,CF,TL,7,B,N,2025,0,3,211,21.1,214,21.4,3,42.5,127.5,582.1101286,5,,CF,TL,7,B,N,2025,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
377,CF,TL,7,B,N,2026,1,2,135,13.5,215,21.5,3,35,105,491.1351215,5,,CF,TL,7,B,N,2026,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
378,CF,TL,7,B,N,2027,1,2,85,8.5,90,9,3,17.5,52.5,256.7915986,3,,CF,TL,7,B,N,2027,1,1,63,6.3,63,6.3,2,12.6,25.2,122.7229036,2,,n,2,0,0
379,CF,TL,7,B,N,2028,1,1,77,7.7,136,13.6,2,21.3,42.6,209.1387463,3,,CF,TL,7,B,N,2028,1,3,77,7.7,125,12.5,4,20.2,80.8,386.9523515,4,,n,3,1,0
380,CF,TL,7,B,N,2029,1,2,51,5.1,141,14.1,3,19.2,57.6,280.9112782,3,,CF,TL,7,B,N,2029,1,3,96,9.6,118,11.8,4,21.4,85.6,408.1386122,4,,n,2,0,0
381,CF,TL,7,B,N,2030,2,1,81,8.1,138,13.8,3,21.9,65.7,318.61975,3,,CF,TL,7,B,N,2030,1,3,143,14.3,142,14.2,4,28.5,114,528.2060954,5,,n,2,0,2
